Gene names,Alpha A30P_day_1, Alpha A53T_day_1, Control _day_1
Arpc1,0.71652,0.54304,0.62978
His2B,1.91285,1.7845,1.848675
,3.3464,2.79255,3.069475
pnut,0.52806,0.527955,0.5280075
fax,0.50163,0.559905,0.5307675
Swim,0.67793,0.925775,0.8018525
Galpha49B,0.61227,0.71125,0.66176
,0.664415,0.851495,0.757955
His4,1.84045,1.9049,1.872675
,1.8969,1.54115,1.719025
Obp44a,0.95798,0.78267,0.870325
His2A:CG33856;His2A,1.9779,1.81025,1.894075
betaTub56D,0.270855,0.284535,0.277695
NP15.6,2.87055,2.30975,2.59015
,1.36645,1.57155,1.469
Dek,1.02975,1.2157,1.122725
,0.84966,0.89521,0.872435
,1.33255,0.982245,1.1573975
P58IPK,2.386,1.48915,1.937575
,2.20725,1.9012,2.054225
,1.70465,1.22925,1.46695
SmD3,1.3474,1.099175,1.2232875
CG8399,0.74144,0.785845,0.7636425
Tm1,2.38955,1.818,2.103775
Zn72D,0.247,0.64044,0.44372
betaTub97EF,0.43422,0.46733,0.450775
Chc,1.20687,0.1310425,0.66895625
Pcmt,1.6628,1.4448,1.5538
Rab39,0.8173,0.74899,0.783145
Hsp68,0.25453,0.354665,0.3045975
AP-2sigma,1.08096,1.2293,1.15513
flw,0.277055,0.38424,0.3306475
CG8891,0.95298,0.65818,0.80558
LamC,0.977105,0.82543,0.9012675
,1.3062,1.49145,1.398825
,1.6451,1.7197,1.6824
Nca,1.42695,1.69355,1.56025
slgA,0.495035,0.60359,0.5493125
Snap,0.81005,0.854675,0.8323625
CG34439-RA,4.2825,3.6176,3.95005
Arc1;CR10102,0.85743,#DIV/0!,#DIV/0!
kcc,0.67775,0.94633,0.81204
TotA,2.72895,3.1568,2.942875
Vps13,0.28851,0.245335,0.2669225
Scox,0.92527,0.73539,0.83033
Strn-Mlck,0.278795,0.247695,0.263245
l(2)k09913,0.965895,1.05735,1.0116225
Eps-15,0.7569,0.77725,0.767075
,1.4943,1.4479,1.4711
Prosbeta5,0.591855,0.580905,0.58638
prc,1.8831,#DIV/0!,#DIV/0!
igl,1.4439,1.467,1.45545
ste24a,0.68753,0.750055,0.7187925
mtd,0.37732,0.46737,0.422345
CG6327-RA,0.674405,0.50149,0.5879475
Fas1,1.07555,1.3613,1.218425
Pax,0.26075,0.2346,0.247675
,0.23187,0.180845,0.2063575
gammaSnap,0.68288,0.757305,0.7200925
CG31345-RA,4.3882,3.89375,4.140975
CG5758-RC,2.9455,1.8593,2.4024
,1.14175,1.2237,1.182725
LanA,0.198055,0.197975,0.198015
vps2,1.71265,2.53755,2.1251
,0.90032,0.86756,0.88394
CG11005,0.71507,0.683035,0.6990525
Atpalpha,0.23928,0.29646,0.26787
p38b,0.568465,0.598105,0.583285
,0.761755,0.64346,0.7026075
,0.4207,0.397525,0.4091125
Ggamma1,1.232495,1.43275,1.3326225
Tapdelta,0.67892,0.674465,0.6766925
sls,0.16341,0.17573,0.16957
BcDNA.GH05536,3.22115,2.22575,2.72345
Arr1,0.38048,0.467105,0.4237925
stnB,0.38656,0.45597,0.421265
IA-2,0.682195,0.90067,0.7914325
,1.42685,1.66065,1.54375
mRpL30,0.5078,0.496405,0.5021025
Tm2,2.59075,2.1049,2.347825
,0.270515,0.257885,0.2642
Khc,0.156345,0.145285,0.150815
dj-1beta,1.16505,1.063585,1.1143175
ImpL3,0.490415,0.45207,0.4712425
n-syb,2.5977,2.74165,2.669675
chp,0.178975,0.211095,0.195035
scf,0.86247,0.788625,0.8255475
Rab10,0.52952,0.56365,0.546585
Droj2,0.25377,0.249195,0.2514825
smt3,1.3746,1.1949,1.28475
robl,1.6846,1.4774,1.581
Snx6,0.54753,0.53013,0.53883
uzip,1.82565,1.92775,1.8767
mt:ND5,0.646605,0.75642,0.7015125
Ank2,0.52799,0.58976,0.558875
fbl,#DIV/0!,1.0921,#DIV/0!
Tm1,1.9312,1.515,1.7231
prom,0.601315,0.752075,0.676695
Syx1A,1.33715,1.74325,1.5402
,2.03795,1.7628,1.900375
,0.459275,0.63742,0.5483475
,0.697255,0.64455,0.6709025
NUCB1,2.05585,1.4915,1.773675
tsr,0.537645,0.58643,0.5620375
Fas2,1.093,1.16245,1.127725
mt:Cyt-b,2.05375,1.34465,1.6992
,0.615505,0.627205,0.621355
Aac11,0.26907,0.30809,0.28858
l(3)neo18,3.38155,3.0844,3.232975
CG32473-RB;CG32473-RC,0.75372,0.564425,0.6590725
,0.39651,0.35133,0.37392
metro,0.64391,0.672575,0.6582425
Syt1,1.151,1.2416,1.1963
Gs1,0.84763,0.92038,0.884005
ltd,1.147,1.36,1.2535
Zasp66,4.518,4.97535,4.746675
CG15881-RA,1.5062,1.09685,1.301525
Prx5,1.9503,1.97185,1.961075
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.94595,0.76406,0.855005
Tsp96F,0.932305,1.055665,0.993985
bnb,1.3714,1.42055,1.395975
Nup98-96,0.69889,0.569,0.633945
Pfk,0.22221,0.21328,0.217745
Mlp60A,0.30733,0.24402,0.275675
,0.682735,0.77549,0.7291125
trol,0.17271,0.21142,0.192065
Lac,1.2149,1.3708,1.29285
,1.0139,0.91313,0.963515
SmE,#DIV/0!,#DIV/0!,#DIV/0!
,0.734885,0.69709,0.7159875
Cpr62Bc,1.01393,0.99156,1.002745
Rtnl1,1.3993,1.51635,1.457825
TpnC4,3.6206,2.4765,3.04855
LSm7,1.1261,0.73256,0.92933
CRMP,0.287485,0.313775,0.30063
Act79B,0.52949,0.514255,0.5218725
HmgZ,2.8927,2.6924,2.79255
,2.1225,1.7565,1.9395
CG5721,0.2968,0.25889,0.277845
Sirup,1.5587,1.47215,1.515425
l(1)G0156,0.864645,0.791855,0.82825
CG5377-RA,3.25285,2.0676,2.660225
Ca-P60A,0.30113,0.31308,0.307105
Chmp1,1.902,1.867,1.8845
Bj1,0.699185,0.625115,0.66215
,0.512485,0.39774,0.4551125
nrv3,1.2271,1.37665,1.301875
up,3.34405,3.158,3.251025
,1.07315,0.866525,0.9698375
His3.3A;His3,1.006065,1.02051,1.0132875
CG42540,1.39285,1.3442,1.368525
,2.0974,1.71945,1.908425
Jupiter,0.85122,0.69646,0.77384
Cpr72Ec,2.2596,1.9292,2.0944
Syt7,0.584775,0.723205,0.65399
,0.49729,0.47271,0.485
,0.22597,0.192075,0.2090225
,1.1406,0.93117,1.035885
Gbeta13F,0.45098,0.58899,0.519985
GstS1,2.35825,1.74005,2.04915
Uch,0.644335,0.619375,0.631855
CG9112,1.4212,1.1845,1.30285
CG6330-RB,0.86152,0.93867,0.900095
,1.24785,0.91745,1.08265
l(2)34Fc,0.348215,0.261515,0.304865
l(1)G0196,0.65582,#DIV/0!,#DIV/0!
,0.87987,0.78965,0.83476
hoe1,#DIV/0!,2.02815,#DIV/0!
fln,4.62125,3.038,3.829625
Aats-gly,0.259435,0.34508,0.3022575
,0.607815,0.49972,0.5537675
Scp2,1.731,1.67795,1.704475
Chd64,0.74639,0.69257,0.71948
shi,0.46677,0.59467,0.53072
Sap47,3.10175,3.13605,3.1189
inaC,0.16048,0.17221,0.166345
sn,0.28262,0.239005,0.2608125
,1.7065,1.44765,1.577075
Cpr49Ae,1.7289,1.84175,1.785325
Ho,1.040775,1.2352,1.1379875
GstD3,0.754115,0.730825,0.74247
Cpr64Ac,0.695615,0.32315,0.5093825
Actn,0.226675,0.217195,0.221935
Rtnl1,2.3611,2.05065,2.205875
CG17273,0.51528,0.44997,0.482625
Cyp305a1,#DIV/0!,#DIV/0!,#DIV/0!
fon,0.35489,0.26245,0.30867
,0.52798,0.5365,0.53224
Uev1A,0.72356,0.578285,0.6509225
AnnIX;AnxB9,0.59262,0.592145,0.5923825
CG17593-RA,0.3503,0.823625,0.5869625
P5CDh1,0.44745,0.4501,0.448775
Updo,2.66105,0.32384,1.492445
PMCA,0.21914,0.24337,0.231255
CG31195-RA,0.55008,0.528715,0.5393975
Cpr67B,7.07455,7.6523,7.363425
Aats-tyr,0.20518,0.18277,0.193975
Tina-1,0.62327,0.61359,0.61843
Dic1,3.5518,4.3987,3.97525
synj,0.29222,0.32168,0.30695
,1.62085,1.6722,1.646525
Cbs,0.248905,0.360235,0.30457
ens,1.39035,1.1653,1.277825
Tm1,1.89055,1.39445,1.6425
Pbgs,0.340365,0.22613,0.2832475
Cpr49Aa,3.2498,2.93945,3.094625
fray,0.61943,0.541135,0.5802825
Snap25,1.10745,1.2365,1.171975
,1.3688,1.1387,1.25375
Gli,0.88959,0.816825,0.8532075
ogre,0.568605,1.45011,1.0093575
Ilk,0.30409,0.371085,0.3375875
rdgC,0.310315,0.39187,0.3510925
,0.557085,0.46854,0.5128125
CG6412,0.21853,0.213535,0.2160325
Mf,4.62205,3.5855,4.103775
Lsp1gamma,1.23545,1.78975,1.5126
Cpr62Bb,3.18495,2.97895,3.08195
Gbeta76C,0.87106,0.867435,0.8692475
CLIP-190,1.04944,0.77865,0.914045
Tm2,1.4406,1.1166,1.2786
Cka,0.479775,0.4751,0.4774375
Syt1,1.0256,0.90798,0.96679
Strn-Mlck,0.313815,0.23284,0.2733275
lark,0.258385,0.342825,0.300605
Pros28.1,0.492475,0.53977,0.5161225
,0.74754,0.741885,0.7447125
Rab11,1.63575,1.7933,1.714525
ND23,1.12435,0.818785,0.9715675
,0.750805,0.59169,0.6712475
Ras85D,0.843275,0.897795,0.870535
GstE2,1.19055,1.127,1.158775
veli,2.8237,2.92905,2.876375
,2.66455,2.06865,2.3666
nrv1,1.27115,1.53195,1.40155
ico,0.29964,0.211325,0.2554825
Snap24,1.39735,1.6141,1.505725
CG9132,1.1858,1.118,1.1519
Cry,1.801,1.5483,1.67465
RhoGDI,1.9043,1.695,1.79965
I-2,1.2117,1.16505,1.188375
Men-b,0.459605,0.522155,0.49088
,1.34715,1.40665,1.3769
Nap1,0.83096,0.70756,0.76926
,1.42595,1.2706,1.348275
CoIV,1.4266,1.22025,1.323425
,0.791555,0.76444,0.7779975
,0.997025,0.97091,0.9839675
cype,1.3434,1.37295,1.358175
fau,0.658145,0.646505,0.652325
,2.723,2.67095,2.696975
,0.389025,0.33491,0.3619675
Vap-33-1,0.574245,0.665745,0.619995
,0.4544,0.42373,0.439065
beta-Spec,0.21328,0.250935,0.2321075
GstE9,#DIV/0!,1.3899,#DIV/0!
cry,0.80281,#DIV/0!,#DIV/0!
RFeSP,1.6928,1.6164,1.6546
,0.763495,0.37043,0.5669625
Pka-R2,1.258,1.33675,1.297375
dod,1.14115,1.013985,1.0775675
,0.782555,0.70803,0.7452925
lap,0.727045,0.74893,0.7379875
Gapdh1,1.5342,1.23325,1.383725
,0.829165,0.8427,0.8359325
Act5C,0.28885,0.33457,0.31171
par-1,0.4076,0.36514,0.38637
PGRP-SD,0.829255,0.793335,0.811295
babos,1.6422,1.33455,1.488375
nrm,1.08705,1.003415,1.0452325
alpha-Spec,0.249155,0.261415,0.255285
ATPsyn-Cf6,4.13635,2.72605,3.4312
Tm1,1.66,1.39295,1.526475
,0.522295,0.461615,0.491955
Tep4,0.291085,0.296995,0.29404
Sod3,0.62271,0.614155,0.6184325
Hsc70-3,1.090435,1.01091,1.0506725
,2.0645,2.3343,2.1994
Klc,0.356925,0.34694,0.3519325
Cnx99A,0.885615,0.8186,0.8521075
bor,1.30555,1.27605,1.2908
,2.04675,2.26515,2.15595
Tom70,0.33921,0.322805,0.3310075
,1.092375,1.7798,1.4360875
,0.84433,1.02854,0.936435
Argk,1.07765,1.09135,1.0845
Tim14,2.12855,1.2987,1.713625
Cpr66D,1.3014,1.1244,1.2129
betaCop,0.226155,0.21712,0.2216375
,0.59175,0.60898,0.600365
Nrx-IV,0.312725,0.367335,0.34003
P32,1.71445,1.5907,1.652575
CG10083,0.728855,0.58819,0.6585225
Pka-C1,0.615915,0.7344,0.6751575
02-Sep,0.552615,0.66461,0.6086125
CG6564,0.811045,0.847435,0.82924
,1.048165,1.108685,1.078425
Gad1,0.560855,0.691815,0.626335
ran;Ran,0.929655,0.957445,0.94355
CoVIb,2.9254,2.52445,2.724925
Sirt2,0.56041,0.58339,0.5719
endoA,0.496335,0.53386,0.5150975
,1.845,1.4626,1.6538
Rab3,0.938675,1.29835,1.1185125
inaD,0.281835,0.325235,0.303535
D1,1.485,1.7046,1.5948
bt,0.0865835,0.079353,0.08296825
Rm62,0.412825,0.51626,0.4645425
Cpr97Eb,1.6166,1.73785,1.677225
Pur-alpha,1.4675,1.6455,1.5565
,1.3161,1.2477,1.2819
ctp,0.58577,0.75332,0.669545
desat1,0.741855,1.6958,1.2188275
Syb,1.6541,1.86665,1.760375
Zw,0.263265,0.271855,0.26756
CalpA,0.46362,0.4072,0.43541
rl,0.62828,0.587705,0.6079925
alphaCop,0.177005,0.241565,0.209285
Idgf3,1.02199,1.03546,1.028725
Plc21C,0.31565,0.304935,0.3102925
Nc73EF,0.20898,0.242855,0.2259175
Rpn12,0.33492,0.347555,0.3412375
,1.09445,1.2683,1.181375
sec63,0.301145,0.29432,0.2977325
Rbp6,0.66631,0.563095,0.6147025
Amph,1.46695,1.2694,1.368175
Cys,3.105,2.56175,2.833375
Snx3,1.2688,0.856,1.0624
Mlc-c,1.3895,1.12965,1.259575
Ccp84Ae,0.51437,0.28039,0.39738
rdgB,0.301045,0.29792,0.2994825
CG12173,0.98654,1.06467,1.025605
nst,0.459425,0.471335,0.46538
lwr,0.475385,0.541935,0.50866
CG30022;CG30023,1.63455,1.16877,1.40166
,0.875915,0.837125,0.85652
TwdlT,1.5778,1.56015,1.568975
,1.1015,1.20927,1.155385
CG6719,1.01065,0.664775,0.8377125
blw,1.12575,1.11515,1.12045
Patj,0.65223,0.62453,0.63838
kcc,0.6141,0.66993,0.642015
,1.27685,1.1562,1.216525
Aats-lys,0.36016,0.297465,0.3288125
,1.6071,1.67515,1.641125
,1.00403,1.21395,1.10899
Gapdh2,1.51385,1.3107,1.412275
,0.756525,0.65306,0.7047925
Vha100-2,0.351455,0.36377,0.3576125
Tm1,4.787,4.1373,4.46215
Trxr-1,0.484705,0.474865,0.479785
Imp,0.316705,0.32744,0.3220725
Stam,0.723505,0.69679,0.7101475
sw;Sdic1;Sdic2;Sdic3,0.511105,0.591515,0.55131
l(1)G0334,1.7274,1.7447,1.73605
ATPsyn-gamma,1.463,1.39365,1.428325
Act88F,0.791615,0.631325,0.71147
Rpt3,0.370965,0.34213,0.3565475
SdhB,1.30895,1.20005,1.2545
Ndg,0.341595,0.287895,0.314745
Ude,1.3774,1.5339,1.45565
GstD1,0.751705,0.70949,0.7305975
TM4SF,1.020425,0.6862,0.8533125
,2.2574,#DIV/0!,#DIV/0!
sesB,0.923165,0.968215,0.94569
Pka-R1,0.539525,0.605615,0.57257
t,3.35425,3.1891,3.271675
Mpcp,1.1859,1.40305,1.294475
Rpn1,0.1406,0.19698,0.16879
Dhod,1.85715,1.9164,1.886775
,1.82655,1.73915,1.78285
,0.85541,1.10261,0.97901
skap,1.29895,1.28235,1.29065
stv,1.1079,0.82741,0.967655
CG1458,1.002215,0.88847,0.9453425
norpA,0.19019,0.249625,0.2199075
,0.43949,0.37929,0.40939
ND42,0.898035,0.84282,0.8704275
CG11073-RA,2.15025,2.3694,2.259825
alphaTub84D;alphaTub84B,0.29047,0.27564,0.283055
CHKov2,0.94031,0.85469,0.8975
Hsc70-1,0.49881,0.473865,0.4863375
CG10688,1.0279,#DIV/0!,#DIV/0!
14-3-3epsilon,1.043375,1.06453,1.0539525
Cortactin,1.20575,1.09435,1.15005
,0.6234,0.64983,0.636615
PpD3,0.315025,0.294165,0.304595
c11.1,0.255045,0.20066,0.2278525
papi,0.50929,0.34019,0.42474
,0.45219,0.623115,0.5376525
Rbcn-3B,1.9273,0.95708,1.44219
Rpt5,0.236875,0.303885,0.27038
hts,0.80846,0.852415,0.8304375
CG9362,0.47582,0.37892,0.42737
Vha100-1,0.37613,0.449,0.412565
Gdh,0.629785,0.71533,0.6725575
Synd,0.56948,0.584,0.57674
,0.995885,1.076775,1.03633
nwk,0.317605,0.33929,0.3284475
Gs2,0.44181,0.48467,0.46324
RpL38,0.63659,0.577355,0.6069725
Esyt2,0.50108,0.529225,0.5151525
cpx,1.491,1.9486,1.7198
fh,1.0954,#DIV/0!,#DIV/0!
Rab6,1.2252,1.35715,1.291175
,0.716085,0.621535,0.66881
,1.7336,1.8334,1.7835
Dsp1,1.3472,1.22145,1.284325
boss,0.81167,0.959265,0.8854675
Gk,1.38635,1.5202,1.453275
CG8635,0.52351,0.46075,0.49213
Mlc2,3.44825,2.3623,2.905275
kdn,1.22405,1.21755,1.2208
nahoda,0.783435,0.57394,0.6786875
Caf1,0.491075,0.634205,0.56264
Pros26.4,0.33283,0.246925,0.2898775
Rac2,0.589235,0.64592,0.6175775
,0.26839,0.22588,0.247135
santa-maria,0.899955,0.94032,0.9201375
SdhC,2.66625,2.25485,2.46055
,1.12695,1.078875,1.1029125
GstT1,0.857525,0.999005,0.928265
,0.244615,0.268715,0.256665
,0.24292,0.26471,0.253815
Dmn,1.31765,1.2225,1.270075
CG5028-RC,1.4117,1.2147,1.3132
Rab2,1.2386,1.5263,1.38245
Drp1,0.197675,0.364565,0.28112
Cam,2.27915,2.124,2.201575
,0.752415,0.76776,0.7600875
,0.41324,#DIV/0!,#DIV/0!
,3.2732,3.21515,3.244175
Cbp53E,1.3792,1.34975,1.364475
Nop56,0.476605,7.17375,3.8251775
,2.6465,2.1314,2.38895
Rac1,0.71449,0.98664,0.850565
ninaA,0.583905,0.59896,0.5914325
Df31,0.53328,0.461455,0.4973675
,1.4491,1.2465,1.3478
,1.6835,1.72905,1.706275
TFAM,2.29835,1.857,2.077675
La,1.71795,1.48065,1.5993
Wbp2,2.2125,2.0847,2.1486
Ote,1.55325,1.7031,1.628175
Syx13,0.92923,0.85989,0.89456
Vha13,2.83875,2.52085,2.6798
Adk1,1.26585,1.3939,1.329875
,0.882685,0.93869,0.9106875
,1.5331,1.25945,1.396275
Karybeta3,0.102168,0.15816,0.130164
Rala,0.688435,0.67791,0.6831725
,0.903965,0.991925,0.947945
dlg1,0.74342,0.73164,0.73753
DNaseII,0.74249,0.56778,0.655135
,1.95815,2.03795,1.99805
Trx-2,1.046,0.75352,0.89976
koi,1.3143,1.27045,1.292375
,0.67934,0.63203,0.655685
Sod2,1.1547,1.1763,1.1655
vib,0.65284,0.755695,0.7042675
Cont,0.667795,0.676795,0.672295
baf,1.2487,1.22965,1.239175
,1.8874,1.83175,1.859575
Spn88Ea,0.422415,0.44441,0.4334125
Ace,0.922755,1.12982,1.0262875
CG6045-RA,0.393555,0.367595,0.380575
Tsf2,0.689715,0.62495,0.6573325
,0.853835,0.97245,0.9131425
Prosbeta3,0.35672,1.1863,0.77151
,1.43695,1.31955,1.37825
pUf68,0.377125,0.5084,0.4427625
cib,0.785225,0.645385,0.715305
comt,0.45008,0.563155,0.5066175
Flo,1.22655,1.31995,1.27325
,2.4361,2.18865,2.312375
sun,4.3938,3.5249,3.95935
TotC,10.754,27.914,19.334
hoip,0.76435,0.63928,0.701815
,0.58437,0.64103,0.6127
RpS5a;RpS5b,0.2393,0.251935,0.2456175
eIF5,0.330685,0.457215,0.39395
cpb,0.441605,0.437505,0.439555
,1.4186,1.2805,1.34955
Sod,1.5303,1.6256,1.57795
,0.170575,0.26309,0.2168325
Oscp,2.40505,2.14725,2.27615
atl,0.413475,0.40117,0.4073225
Spn77Ba,2.3345,2.1189,2.2267
14-3-3zeta,1.0589,1.05845,1.058675
Prosbeta4,1.2794,1.11915,1.199275
ttm50,1.3999,1.0805,1.2402
shg,1.0738,1.53235,1.303075
c550,3.40015,2.85055,3.12535
,0.307175,0.34734,0.3272575
CanB2,#DIV/0!,1.30785,#DIV/0!
CG1970-RA,0.87995,0.82195,0.85095
CG9090-RA,1.5362,1.6981,1.61715
up,5.30375,3.99235,4.64805
ninaC,0.123825,0.162005,0.142915
mub,0.384865,0.28575,0.3353075
CG11594,2.9661,2.6164,2.79125
Eb1,0.327435,0.36263,0.3450325
Pabp2,0.76818,0.65134,0.70976
cl,0.88896,0.82446,0.85671
chic,0.6143,0.614235,0.6142675
CoVb,2.88355,2.70135,2.79245
wupA,0.18842,0.15558,0.172
Pegarn,1.320125,#DIV/0!,#DIV/0!
cathD,1.07455,0.958825,1.0166875
,0.62738,1.4353,1.03134
CG8446-RD,3.04125,2.34805,2.69465
HmgD,1.66495,1.54155,1.60325
,3.00955,2.6683,2.838925
,1.3467,1.2285,1.2876
mfas,0.919,0.82365,0.871325
ced-6,0.66965,0.678945,0.6742975
,3.1432,2.87285,3.008025
l(3)01239,1.049675,0.891905,0.97079
,0.71532,0.609395,0.6623575
Tep2,0.849995,0.617455,0.733725
eIF-4E,0.63072,0.626785,0.6287525
cora,0.542255,0.552415,0.547335
Hsc70-5,0.387705,0.35479,0.3712475
,0.929835,0.93387,0.9318525
,3.6561,3.71825,3.687175
Pglym78,2.0036,1.72085,1.862225
Act87E,0.368915,0.391835,0.380375
,1.7684,1.3935,1.58095
CD98hc,1.40595,1.5155,1.460725
Dap160,1.03945,1.14922,1.094335
Txl,0.30036,0.275845,0.2881025
Rab1,0.864295,0.871615,0.867955
,0.68585,0.631885,0.6588675
FK506-bp2,1.05683,1.00655,1.03169
,1.4215,1.5952,1.50835
EG:25E8.1,0.418515,0.39468,0.4065975
Rab18,0.961665,0.784435,0.87305
Vha14-1,1.32315,1.24594,1.284545
,0.931645,0.880185,0.905915
ATPsyn-beta,3.98745,3.5175,3.752475
Gdi,0.514795,0.555145,0.53497
14-3-3zeta,1.2249,1.046165,1.1355325
Cpr49Ah,1.5033,1.2726,1.38795
Ugt,0.28738,0.4452,0.36629
Vha55,0.525355,0.59725,0.5613025
VAChT,0.829055,1.03063,0.9298425
nrv2,1.14115,1.47365,1.3074
opa1-like,0.807175,0.771565,0.78937
Cpr73D,1.91765,1.63055,1.7741
Rpn6,0.25421,0.233705,0.2439575
SdhA,0.901995,0.85334,0.8776675
Nrx-1,0.536455,0.43022,0.4833375
,1.2616,1.4034,1.3325
sals,0.364085,0.391585,0.377835
sds22,0.59707,0.74498,0.671025
Fim,0.28327,0.287085,0.2851775
Frq1,1.9421,1.99905,1.970575
fne,0.398185,0.47533,0.4367575
,0.55129,0.7158,0.633545
Mp20,0.32116,0.21269,0.266925
CG5044-RB,1.2139,0.976905,1.0954025
Prp19,0.346335,0.452105,0.39922
,1.5074,1.39805,1.452725
EG:152A3.3,1.08715,0.854665,0.9709075
aay,0.72453,0.641065,0.6827975
Dak1,0.944445,0.96684,0.9556425
Ssadh,0.745275,0.890265,0.81777
,0.720885,#DIV/0!,#DIV/0!
Sh3beta,1.18295,1.04336,1.113155
Obp56a,0.708895,0.67513,0.6920125
porin,3.0847,2.59085,2.837775
Su(var)205,1.46625,1.4274,1.446825
Mtch,0.62089,0.7173,0.669095
His2Av,2.12995,1.9618,2.045875
su(r),0.261955,0.72618,0.4940675
cer,1.5995,1.24715,1.423325
,1.5414,1.53665,1.539025
flr,0.4067,0.41881,0.412755
GstO3,2.1788,2.06205,2.120425
Tcp-1zeta,0.273545,0.262895,0.26822
Inx2,0.608385,0.608575,0.60848
Arf79F,0.88239,0.90742,0.894905
ics,#DIV/0!,#DIV/0!,#DIV/0!
,0.61507,0.539835,0.5774525
,2.8364,2.4412,2.6388
stmA,0.439785,0.54163,0.4907075
rhea,0.26303,0.21024,0.236635
PMCA,0.29173,0.24696,0.269345
Calx,0.713345,0.75216,0.7327525
Mov34,0.484685,0.474005,0.479345
didum,0.2341,0.338405,0.2862525
snRNP-U1-70K,1.38125,1.0453,1.213275
Acon,0.478905,0.43843,0.4586675
Ggamma30A,3.61175,3.29965,3.4557
Vha36-1,2.7758,2.76205,2.768925
CG42353-RA,0.84174,0.781005,0.8113725
,0.807215,0.83468,0.8209475
Arp87C,0.454465,0.625915,0.54019
Vha44,0.8906,1.001895,0.9462475
CHIP,0.550005,0.972455,0.76123
,1.41705,0.79673,1.10689
,1.3219,1.2185,1.2702
Ddc,0.22388,0.222765,0.2233225
,1.58375,1.3543,1.469025
,0.84732,0.93661,0.891965
Tg,0.612405,0.64224,0.6273225
Vha26,1.3008,1.2773,1.28905
PIP82,0.8464,0.40308,0.62474
tutl,1.2528,1.36665,1.309725
Rab5,1.4705,1.51705,1.493775
CG6455,2.2108,2.21465,2.212725
deltaCOP,0.74429,0.66429,0.70429
Tango5,0.431905,0.81915,0.6255275
Tim9a,3.3436,2.5046,2.9241
Gp93,0.74501,0.693455,0.7192325
CG4042-RA,0.83362,#DIV/0!,#DIV/0!
,0.91463,1.11767,1.01615
,2.9175,3.2675,3.0925
Ald,1.24145,1.1356,1.188525
l(2)35Di,1.1708,1.2217,1.19625
GS,0.370685,0.33739,0.3540375
Fib,1.0426,0.90984,0.97622
CAH2,1.3543,1.14885,1.251575
l(3)mbn,1.69565,1.71985,1.70775
GstE13,0.47639,0.45401,0.4652
,0.624635,0.65477,0.6397025
Apf,0.758075,0.62915,0.6936125
,0.78667,0.799185,0.7929275
,2.3481,1.99015,2.169125
Elongin-C,0.74792,0.73854,0.74323
CdsA,0.95075,1.027565,0.9891575
ninaE,0.0235985,0.0176295,0.020614
CG4829-RA,1.8415,1.49635,1.668925
,1.45625,1.3389,1.397575
,0.834995,0.845995,0.840495
Glycogenin,0.726115,0.598785,0.66245
,0.477615,0.465425,0.47152
shrb,1.9919,1.63245,1.812175
PebIII,1.9445,1.7165,1.8305
,0.5782,0.5193,0.54875
Hex-A,0.39521,0.537735,0.4664725
Vps26,0.79722,1.1921,0.99466
,0.23308,0.22501,0.229045
sel,1.1906,1.019,1.1048
Gpdh,0.74678,0.808395,0.7775875
Hrb27C,0.524575,0.457305,0.49094
Rheb,1.2616,1.16915,1.215375
Cpr65Au,10.35085,9.88805,10.11945
,0.346245,0.475275,0.41076
Nup62,2.29085,1.80465,2.04775
Rpn2,0.133005,0.16184,0.1474225
Lam,1.3998,1.31305,1.356425
tmod,0.89212,0.8808,0.88646
,2.9489,2.54815,2.748525
,2.106,2.14085,2.123425
Rab7,1.004765,1.3468,1.1757825
CG10126-RB,1.7554,1.53625,1.645825
CG3436,1.90975,1.72105,1.8154
Ref1,1.54345,1.6506,1.597025
,0.45366,0.50319,0.478425
l(2)37Cc,2.61495,2.49545,2.5552
Ipp,0.43902,0.68355,0.561285
homer,1.00571,1.0987,1.052205
Prm,1.04383,0.94424,0.994035
Cpr92F,1.14545,1.00369,1.07457
ppl,4.8438,3.7008,4.2723
,0.62802,0.63611,0.632065
Reg-2,0.97247,0.934845,0.9536575
Vps35,0.175645,0.19428,0.1849625
BcDNA.GH11322,1.85,2.13305,1.991525
me31B,0.309385,0.297765,0.303575
CG16935,0.94787,0.86658,0.907225
,1.04987,1.206385,1.1281275
,2.4895,2.11805,2.303775
,5.162,3.6288,4.3954
Gycbeta100B,0.267795,0.031731,0.149763
Tom40,0.744265,0.830325,0.787295
Clic,0.47815,0.495485,0.4868175
,2.579,2.37915,2.479075
CG5009,0.25916,0.339015,0.2990875
rtp,0.556595,0.604935,0.580765
CG4038,1.106765,1.179625,1.143195
eIF-3p40,0.24433,1.276905,0.7606175
CG11334,0.679325,0.62731,0.6533175
drk,1.37425,1.24725,1.31075
Rab14,1.3386,1.32585,1.332225
Mipp1,1.6132,1.56865,1.590925
Clect27,0.64469,0.60044,0.622565
Gl,0.340805,0.415655,0.37823
sm,0.392285,0.321505,0.356895
SrpRbeta,0.39241,0.405695,0.3990525
Mo25,0.73618,0.70617,0.721175
,0.96619,0.94426,0.955225
Tsp42Ea,1.5772,1.59625,1.586725
CG7048,0.78752,0.70399,0.745755
Slh,0.5089,0.32965,0.419275
LanB2,0.11955,0.16024,0.139895
snf,1.65035,1.54345,1.5969
