Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
Hrd3,1.216175,1.2361875,1.22618125
Liprin-alpha,0.4666025,0.47039125,0.468496875
Obp56g,2.2804875,2.32023125,2.300359375
Osbp,0.39110625,0.383049375,0.387077813
Pvr,0.30578125,0.291739375,0.298760313
qm,0.81053,0.7684675,0.78949875
dock,0.465695,0.4370925,0.45139375
,1.10481,1.1073525,1.10608125
Aats-asp,0.30429,0.3055775,0.30493375
,0.1780425,0.17585375,0.176948125
PIP5K59B,0.54125,0.50191,0.52158
Scp1,1.3877875,1.41410625,1.400946875
CG10361-RA,1.0923425,1.12706875,1.109705625
CG17493,#DIV/0!,#DIV/0!,#DIV/0!
CG5110,#DIV/0!,#DIV/0!,#DIV/0!
Cpr51A,0.94136,0.970725,0.9560425
,#DIV/0!,#DIV/0!,#DIV/0!
Src42A,0.270335,0.27831,0.2743225
,0.41300625,0.402161875,0.407584063
,0.92269625,0.844509375,0.883602813
CG6723-RA,0.54654,0.54829,0.547415
,0.2367625,0.23155875,0.234160625
,1.1619625,1.11739375,1.139678125
scb,0.84073375,0.904195625,0.872464688
l(2)01289,0.21383625,0.217184375,0.215510313
,0.8177325,0.83128875,0.824510625
,0.4859725,0.48037375,0.483173125
,0.38407,0.389735,0.3869025
vir-1,3.9094375,3.92853125,3.918984375
mys,0.3304575,0.32452375,0.327490625
,0.86751125,0.863819375,0.865665313
CG31751-RA,0.48116375,0.454595625,0.467879688
kst,0.32978125,0.332951875,0.331366563
,1.88947625,2.165021875,2.027249063
,1.17225,1.129275,1.1507625
mRpL1,0.47872375,0.493238125,0.485980938
EG:22E5.5,0.3850875,0.37448625,0.379786875
Tep3,1.02409625,1.024779375,1.024437813
,#DIV/0!,#DIV/0!,#DIV/0!
PI4KIIIalpha,0.99427875,1.083498125,1.038888438
Gbeta5,0.4990825,0.49504875,0.497065625
CG6208-RA,#DIV/0!,#DIV/0!,#DIV/0!
Pkc98E,0.26805,0.29355,0.2808
CG7770,0.5492475,0.56616125,0.557704375
Prm,2.9542375,2.89675625,2.925496875
CG1090,0.64315125,0.627191875,0.635171563
CG1358-RB,2.0185625,2.00539375,2.011978125
Mlp84B,0.159145,0.16643,0.1627875
Drat,0.4015575,0.40308625,0.402321875
Tsp42Ed,3.347475,3.3328625,3.34016875
Nrt,0.98556875,0.977100625,0.981334688
Cct5,0.16617625,0.170781875,0.168479063
LKR,1.01706375,1.057150625,1.037107188
Neb-cGP,6.020875,6.3322375,6.17655625
Rbp9,0.47344125,0.475336875,0.474389063
Hsp26,0.23479875,0.235195625,0.234997188
Rab35,0.689845,0.6696525,0.67974875
Skeletor,0.39593,0.3968675,0.39639875
CoVa,1.933025,1.9856125,1.95931875
CG34423-RA,2.8788,2.9944,2.9366
G-salpha60A,0.41193875,0.395023125,0.403480938
TpnC41C,2.28725,2.391525,2.3393875
Rop,0.2836625,0.27760125,0.280631875
RpL39,0.521515,0.514165,0.51784
,1.0264225,1.07539375,1.050908125
Mcr,0.45445875,0.468423125,0.461440938
LanB1,0.25403875,0.234900625,0.244469688
,0.30955625,0.306559375,0.308057813
l(1)G0193,#DIV/0!,#DIV/0!,#DIV/0!
Cha,#DIV/0!,#DIV/0!,#DIV/0!
,6.3631,5.571,5.96705
levy,1.9567875,1.97690625,1.966846875
tral,0.532965,0.5409375,0.53695125
CG3967,0.653415,0.64113,0.6472725
CSN3,0.65055125,0.683306875,0.666929063
Treh,0.66102625,0.664744375,0.662885313
futsch,1.0815925,1.07066375,1.076128125
,0.328855,0.3188625,0.32385875
Eaat1,1.01774375,0.978260625,0.998002188
mgl,0.358605,0.3666325,0.36261875
,3.1268875,3.17943125,3.153159375
CG4893,1.1139025,1.12629375,1.120098125
gish,0.52214125,0.511036875,0.516589063
CG13043-RA,2.0793875,2.12183125,2.100609375
,0.2396825,0.23452125,0.237101875
,1.21362125,1.176181875,1.194901563
,#DIV/0!,#DIV/0!,#DIV/0!
,0.672435,0.6897025,0.68106875
SmD2,0.75382625,0.767621875,0.760724063
Gpo-1,0.72081,0.72387,0.72234
Ank,0.22825625,0.224271875,0.226264063
,0.66886625,0.669869375,0.669367813
Cdc42,0.699635,0.6798675,0.68975125
TpnC73F,0.12092375,0.125065625,0.122994688
,0.98193,0.9611025,0.97151625
CG5830-RA,0.64101625,0.667524375,0.654270313
ome,0.884825,0.89762,0.8912225
CG13364,0.82418125,0.861559375,0.842870313
14-3-3zeta,1.233975,1.2560125,1.24499375
,#DIV/0!,#DIV/0!,#DIV/0!
Arp14D;Arp2,0.6918825,0.67648625,0.684184375
Zasp52,0.18138875,0.183025625,0.182207188
,1.1604975,1.14662125,1.153559375
AP-1-2beta,0.25188375,0.245535625,0.248709688
eys,0.71331,0.69611,0.70471
Pmi,1.4773125,1.49904375,1.488178125
jdp,1.0847775,1.09240625,1.088591875
CG10641,1.04831875,1.093965625,1.071142188
,0.18249375,0.185558125,0.184025938
Rya-r44F,0.22532875,0.223630625,0.224479688
CG15173,1.522725,1.5241375,1.52343125
,1.93065,1.92645,1.92855
Act42A,0.307855,0.3227,0.3152775
Capr,0.4889625,0.48092625,0.484944375
Rbcn-3A,0.32697875,0.308038125,0.317508438
Fas1,1.477645,1.4059175,1.44178125
,1.2069625,1.23041875,1.218690625
His1:CG33858;His1;His1:CG33807;His1:CG33834,1.2934,1.298225,1.2958125
CaMKII,0.32774125,0.320511875,0.324126563
Nmdmc,0.86672,0.8648375,0.86577875
G-oalpha47A,0.463985,0.442785,0.453385
Argk,1.384425,1.4360625,1.41024375
Aats-trp,0.71421125,0.729199375,0.721705313
,2.55255,2.529825,2.5411875
,2.644475,2.7480625,2.69626875
Tcp-1eta,0.100118125,0.099337938,0.099728031
Lsp2,0.199905,0.2023525,0.20112875
wupA,1.33375,1.366475,1.3501125
,0.4951025,0.48906875,0.492085625
,0.82274875,0.825953125,0.824350938
CHMP2B,#DIV/0!,#DIV/0!,#DIV/0!
Apoltp,0.35136125,0.371651875,0.361506563
CG1814-RA;CG1814-RB,1.08408125,1.073251875,1.078666563
pzg,0.19014375,0.192653125,0.191398438
,0.2467075,0.24591875,0.246313125
Cpr49Ac,0.90671625,0.887474375,0.897095313
Pu,0.23426875,0.238180625,0.236224688
,0.15851625,0.164681875,0.161599063
brp,0.57016,0.56954,0.56985
Map205,0.21634375,0.216840625,0.216592188
,4.9832,4.90815,4.945675
l(2)01289,0.18513125,0.185809375,0.185470313
rump,0.49013,0.4880275,0.48907875
ox,2.9233,2.97275,2.948025
CG32103-RB;CG4392,1.2579375,1.22830625,1.243121875
BcDNA.GH02439;BcDNA:GH02439,0.9095,0.890585,0.9000425
CG10737-RC,0.42080875,0.410195625,0.415502188
Unc-89,0.12402375,0.126953125,0.125488438
CG8500-RA,1.3257375,1.32168125,1.323709375
Cdep,0.73498625,0.694381875,0.714684063
Su(P),0.6484225,0.64599625,0.647209375
,0.9108,0.9048325,0.90781625
vari,0.68815625,0.689869375,0.689012813
,0.743675,0.7155425,0.72960875
rept,0.49202,0.48439,0.488205
Mhc,0.190565,0.1957825,0.19317375
CG6239,0.3214525,0.31663875,0.319045625
Arpc1,0.58641,0.608095,0.5972525
His2B,1.8165875,1.83263125,1.824609375
,2.9310125,3.00024375,2.965628125
pnut,0.52798125,0.527994375,0.527987813
fax,0.54533625,0.538051875,0.541694063
Swim,0.86381375,0.832833125,0.848323438
Galpha49B,0.686505,0.6741325,0.68031875
,0.804725,0.78134,0.7930325
His4,1.8887875,1.88073125,1.884759375
,1.6300875,1.67455625,1.652321875
Obp44a,0.8264975,0.84841125,0.837454375
His2A:CG33856;His2A,1.8521625,1.87311875,1.862640625
betaTub56D,0.281115,0.279405,0.28026
NP15.6,2.44995,2.52005,2.485
,1.520275,1.4946375,1.50745625
Dek,1.1692125,1.14596875,1.157590625
,0.8838225,0.87812875,0.880975625
,1.06982125,1.113609375,1.091715313
P58IPK,1.7133625,1.82546875,1.769415625
,1.9777125,2.01596875,1.996840625
,1.3481,1.407525,1.3778125
SmD3,1.16123125,1.192259375,1.176745313
CG8399,0.77474375,0.769193125,0.771968438
Tm1,1.9608875,2.03233125,1.996609375
Zn72D,0.54208,0.4929,0.51749
betaTub97EF,0.4590525,0.45491375,0.456983125
Chc,0.399999375,0.534477813,0.467238594
Pcmt,1.4993,1.52655,1.512925
Rab39,0.7660675,0.77460625,0.770336875
Hsp68,0.32963125,0.317114375,0.323372813
AP-2sigma,1.192215,1.1736725,1.18294375
flw,0.35744375,0.344045625,0.350744688
CG8891,0.73188,0.76873,0.750305
LamC,0.86334875,0.882308125,0.872828438
,1.4451375,1.42198125,1.433559375
,1.70105,1.691725,1.6963875
Nca,1.6269,1.593575,1.6102375
slgA,0.57645125,0.562881875,0.569666563
Snap,0.84351875,0.837940625,0.840729688
CG34439-RA,3.783825,3.8669375,3.82538125
Arc1;CR10102,#DIV/0!,#DIV/0!,#DIV/0!
kcc,0.879185,0.8456125,0.86239875
TotA,3.0498375,2.99635625,3.023096875
Vps13,0.25612875,0.261525625,0.258827188
Scox,0.78286,0.806595,0.7947275
Strn-Mlck,0.25547,0.2593575,0.25741375
l(2)k09913,1.03448625,1.023054375,1.028770313
Eps-15,0.7721625,0.76961875,0.770890625
,1.4595,1.4653,1.4624
Prosbeta5,0.5836425,0.58501125,0.584326875
prc,#DIV/0!,#DIV/0!,#DIV/0!
igl,1.461225,1.4583375,1.45978125
ste24a,0.73442375,0.726608125,0.730515938
mtd,0.4448575,0.43360125,0.439229375
CG6327-RA,0.54471875,0.566333125,0.555525938
Fas1,1.2898625,1.25414375,1.272003125
Pax,0.2411375,0.24440625,0.242771875
,0.19360125,0.199979375,0.196790313
gammaSnap,0.73869875,0.729395625,0.734047188
CG31345-RA,4.0173625,4.07916875,4.048265625
CG5758-RC,2.13085,2.266625,2.1987375
,1.2032125,1.19296875,1.198090625
LanA,0.197995,0.198005,0.198
vps2,2.331325,2.2282125,2.27976875
,0.87575,0.879845,0.8777975
CG11005,0.69104375,0.695048125,0.693045938
Atpalpha,0.282165,0.2750175,0.27859125
p38b,0.590695,0.58699,0.5888425
,0.67303375,0.687820625,0.680427188
,0.40331875,0.406215625,0.404767188
Ggamma1,1.38268625,1.357654375,1.370170313
Tapdelta,0.67557875,0.676135625,0.675857188
sls,0.17265,0.17111,0.17188
BcDNA.GH05536,2.4746,2.599025,2.5368125
Arr1,0.44544875,0.434620625,0.440034688
stnB,0.4386175,0.42994125,0.434279375
IA-2,0.84605125,0.818741875,0.832396563
,1.6022,1.572975,1.5875875
mRpL30,0.49925375,0.500678125,0.499965938
Tm2,2.2263625,2.28709375,2.256728125
,0.2610425,0.26262125,0.261831875
Khc,0.14805,0.1494325,0.14874125
dj-1beta,1.08895125,1.101634375,1.095292813
ImpL3,0.46165625,0.466449375,0.464052813
n-syb,2.7056625,2.68766875,2.696665625
chp,0.203065,0.19905,0.2010575
scf,0.80708625,0.816316875,0.811701563
Rab10,0.5551175,0.55085125,0.552984375
Droj2,0.25033875,0.250910625,0.250624688
smt3,1.239825,1.2622875,1.25105625
robl,1.5292,1.5551,1.54215
Snx6,0.53448,0.536655,0.5355675
uzip,1.902225,1.8894625,1.89584375
mt:ND5,0.72896625,0.715239375,0.722102813
Ank2,0.5743175,0.56659625,0.570456875
fbl,#DIV/0!,#DIV/0!,#DIV/0!
Tm1,1.61905,1.671075,1.6450625
prom,0.714385,0.69554,0.7049625
Syx1A,1.641725,1.5909625,1.61634375
,1.8315875,1.86598125,1.848784375
,0.59288375,0.570615625,0.581749688
,0.65772625,0.664314375,0.661020313
NUCB1,1.6325875,1.70313125,1.667859375
tsr,0.57423375,0.568135625,0.571184688
Fas2,1.1450875,1.13640625,1.140746875
mt:Cyt-b,1.521925,1.6105625,1.56624375
,0.62428,0.6228175,0.62354875
Aac11,0.298335,0.2934575,0.29589625
l(3)neo18,3.1586875,3.19583125,3.177259375
CG32473-RB;CG32473-RC,0.61174875,0.635410625,0.623579688
,0.362625,0.3682725,0.36544875
metro,0.66540875,0.661825625,0.663617188
Syt1,1.21895,1.207625,1.2132875
Gs1,0.9021925,0.89309875,0.897645625
ltd,1.30675,1.280125,1.2934375
Zasp66,4.8610125,4.80384375,4.832428125
CG15881-RA,1.1991875,1.25035625,1.224771875
Prx5,1.9664625,1.96376875,1.965115625
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.8095325,0.83226875,0.820900625
Tsp96F,1.024825,1.009405,1.017115
bnb,1.4082625,1.40211875,1.405190625
Nup98-96,0.6014725,0.61770875,0.609590625
Pfk,0.2155125,0.21662875,0.216070625
Mlp60A,0.2598475,0.26776125,0.263804375
,0.75230125,0.740706875,0.746504063
trol,0.2017425,0.19690375,0.199323125
Lac,1.331825,1.3123375,1.32208125
,0.9383225,0.95091875,0.944620625
SmE,#DIV/0!,#DIV/0!,#DIV/0!
,0.70653875,0.711263125,0.708900938
Cpr62Bc,0.9971525,0.99994875,0.998550625
Rtnl1,1.4870875,1.47245625,1.479771875
TpnC4,2.762525,2.9055375,2.83403125
LSm7,0.830945,0.8801375,0.85554125
CRMP,0.3072025,0.30391625,0.305559375
Act79B,0.51806375,0.519968125,0.519015938
HmgZ,2.742475,2.7675125,2.75499375
,1.848,1.89375,1.870875
CG5721,0.2683675,0.27310625,0.270736875
Sirup,1.4937875,1.50460625,1.499196875
l(1)G0156,0.8100525,0.81915125,0.814601875
CG5377-RA,2.3639125,2.51206875,2.437990625
Ca-P60A,0.3100925,0.30859875,0.309345625
Chmp1,1.87575,1.880125,1.8779375
Bj1,0.6436325,0.65289125,0.648261875
,0.42642625,0.440769375,0.433597813
nrv3,1.3392625,1.32056875,1.329915625
up,3.2045125,3.22776875,3.216140625
,0.91818125,0.944009375,0.931095313
His3.3A;His3,1.01689875,1.015093125,1.015995938
CG42540,1.3563625,1.36244375,1.359403125
,1.8139375,1.86118125,1.837559375
Jupiter,0.73515,0.754495,0.7448225
Cpr72Ec,2.0118,2.0531,2.03245
Syt7,0.6885975,0.67129375,0.679945625
,0.478855,0.4819275,0.48039125
,0.20054875,0.204785625,0.202667188
,0.9835275,1.00970625,0.996616875
Gbeta13F,0.5544875,0.53723625,0.545861875
GstS1,1.8946,1.971875,1.9332375
Uch,0.625615,0.628735,0.627175
CG9112,1.243675,1.2732625,1.25846875
CG6330-RB,0.9193825,0.90973875,0.914560625
,1.00005,1.04135,1.0207
l(2)34Fc,0.28319,0.2940275,0.28860875
l(1)G0196,#DIV/0!,#DIV/0!,#DIV/0!
,0.812205,0.8234825,0.81784375
hoe1,#DIV/0!,#DIV/0!,#DIV/0!
fln,3.4338125,3.63171875,3.532765625
Aats-gly,0.32366875,0.312963125,0.318315938
,0.52674375,0.540255625,0.533499688
Scp2,1.6912125,1.69784375,1.694528125
Chd64,0.706025,0.7127525,0.70938875
shi,0.562695,0.5467075,0.55470125
Sap47,3.127475,3.1231875,3.12533125
inaC,0.1692775,0.16781125,0.168544375
sn,0.24990875,0.255360625,0.252634688
,1.5123625,1.54471875,1.528540625
Cpr49Ae,1.8135375,1.79943125,1.806484375
Ho,1.18659375,1.162290625,1.174442188
GstD3,0.7366475,0.73955875,0.738103125
Cpr64Ac,0.41626625,0.462824375,0.439545313
Actn,0.219565,0.22075,0.2201575
Rtnl1,2.1282625,2.16706875,2.147665625
CG17273,0.4662975,0.47446125,0.470379375
Cyp305a1,#DIV/0!,#DIV/0!,#DIV/0!
fon,0.28556,0.297115,0.2913375
,0.53437,0.533305,0.5338375
Uev1A,0.61460375,0.632763125,0.623683438
AnnIX;AnxB9,0.59226375,0.592323125,0.592293438
CG17593-RA,0.70529375,0.646128125,0.675710938
P5CDh1,0.4494375,0.44910625,0.449271875
Updo,0.9081425,1.20029375,1.054218125
PMCA,0.2373125,0.23428375,0.235798125
CG31195-RA,0.53405625,0.536726875,0.535391563
Cpr67B,7.5078625,7.43564375,7.471753125
Aats-tyr,0.1883725,0.19117375,0.189773125
Tina-1,0.61601,0.61722,0.616615
Dic1,4.186975,4.0811125,4.13404375
synj,0.314315,0.3106325,0.31247375
,1.6593625,1.65294375,1.656153125
Cbs,0.3324025,0.31848625,0.325444375
ens,1.2215625,1.24969375,1.235628125
Tm1,1.518475,1.5804875,1.54948125
Pbgs,0.25468875,0.268968125,0.261828438
Cpr49Aa,3.0170375,3.05583125,3.036434375
fray,0.56070875,0.570495625,0.565602188
Snap25,1.2042375,1.18810625,1.196171875
,1.196225,1.2249875,1.21060625
Gli,0.83501625,0.844111875,0.839564063
ogre,1.22973375,1.119545625,1.174639688
Ilk,0.35433625,0.345961875,0.350149063
rdgC,0.37148125,0.361286875,0.366384063
,0.49067625,0.501744375,0.496210313
CG6412,0.21478375,0.215408125,0.215095938
Mf,3.8446375,3.97420625,3.909421875
Lsp1gamma,1.651175,1.5818875,1.61653125
Cpr62Bb,3.03045,3.0562,3.043325
Gbeta76C,0.86834125,0.868794375,0.868567813
CLIP-190,0.8463475,0.88019625,0.863271875
Tm2,1.1976,1.2381,1.21785
Cka,0.47626875,0.476853125,0.476560938
Syt1,0.937385,0.9520875,0.94473625
Strn-Mlck,0.25308375,0.263205625,0.258144688
lark,0.321715,0.31116,0.3164375
Pros28.1,0.52794625,0.522034375,0.524990313
,0.74329875,0.744005625,0.743652188
Rab11,1.7539125,1.73421875,1.744065625
ND23,0.89517625,0.933371875,0.914274063
,0.63146875,0.651358125,0.641413438
Ras85D,0.884165,0.87735,0.8807575
GstE2,1.1428875,1.15083125,1.146859375
veli,2.9027125,2.88954375,2.896128125
,2.217625,2.2921125,2.25486875
nrv1,1.46675,1.43415,1.45045
ico,0.23340375,0.244443125,0.238923438
Snap24,1.5599125,1.53281875,1.546365625
CG9132,1.13495,1.143425,1.1391875
Cry,1.611475,1.6430625,1.62726875
RhoGDI,1.747325,1.7734875,1.76040625
I-2,1.1767125,1.18254375,1.179628125
Men-b,0.5065175,0.49869875,0.502608125
,1.391775,1.3843375,1.38805625
Nap1,0.73841,0.753835,0.7461225
,1.3094375,1.32885625,1.319146875
CoIV,1.2718375,1.29763125,1.284734375
,0.77121875,0.774608125,0.772913438
,0.97743875,0.980703125,0.979070938
cype,1.3655625,1.36186875,1.363715625
fau,0.649415,0.65087,0.6501425
,2.6839625,2.69046875,2.687215625
,0.34843875,0.355203125,0.351820938
Vap-33-1,0.64287,0.6314325,0.63715125
,0.4313975,0.43523125,0.433314375
beta-Spec,0.24152125,0.236814375,0.239167813
GstE9,#DIV/0!,#DIV/0!,#DIV/0!
cry,#DIV/0!,#DIV/0!,#DIV/0!
RFeSP,1.6355,1.64505,1.640275
,0.46869625,0.517829375,0.493262813
Pka-R2,1.3170625,1.30721875,1.312140625
dod,1.04577625,1.061671875,1.053724063
,0.72666125,0.735976875,0.731319063
lap,0.74345875,0.740723125,0.742090938
Gapdh1,1.3084875,1.34610625,1.327296875
,0.83931625,0.837624375,0.838470313
Act5C,0.32314,0.317425,0.3202825
par-1,0.375755,0.3810625,0.37840875
PGRP-SD,0.802315,0.806805,0.80456
babos,1.4114625,1.44991875,1.430690625
nrm,1.02432375,1.034778125,1.029550938
alpha-Spec,0.25835,0.2568175,0.25758375
ATPsyn-Cf6,3.078625,3.2549125,3.16676875
Tm1,1.4597125,1.49309375,1.476403125
,0.476785,0.48437,0.4805775
Tep4,0.2955175,0.29477875,0.295148125
Sod3,0.61629375,0.617363125,0.616828438
Hsc70-3,1.03079125,1.040731875,1.035761563
,2.26685,2.233125,2.2499875
Klc,0.34943625,0.350684375,0.350060313
Cnx99A,0.83535375,0.843730625,0.839542188
bor,1.283425,1.2871125,1.28526875
,2.21055,2.18325,2.1969
Tom70,0.32690625,0.328956875,0.327931563
,1.60794375,1.522015625,1.564979688
,0.9824875,0.95946125,0.970974375
Argk,1.087925,1.0862125,1.08706875
Tim14,1.5061625,1.60989375,1.558028125
Cpr66D,1.16865,1.190775,1.1797125
betaCop,0.21937875,0.220508125,0.219943438
,0.6046725,0.60251875,0.603595625
Nrx-IV,0.3536825,0.34685625,0.350269375
P32,1.6216375,1.63710625,1.629371875
CG10083,0.62335625,0.640939375,0.632147813
Pka-C1,0.70477875,0.689968125,0.697373438
02-Sep,0.63661125,0.622611875,0.629611563
CG6564,0.8383375,0.83378875,0.836063125
,1.093555,1.08599,1.0897725
Gad1,0.659075,0.642705,0.65089
ran;Ran,0.9504975,0.94702375,0.948760625
CoVIb,2.6246875,2.67480625,2.649746875
Sirt2,0.577645,0.5747725,0.57620875
endoA,0.52447875,0.519788125,0.522133438
,1.5582,1.606,1.5821
Rab3,1.20843125,1.163471875,1.185951563
inaD,0.314385,0.30896,0.3116725
D1,1.6497,1.62225,1.635975
bt,0.081160625,0.082064438,0.081612531
Rm62,0.49040125,0.477471875,0.483936563
Cpr97Eb,1.7075375,1.69238125,1.699959375
Pur-alpha,1.601,1.57875,1.589875
,1.2648,1.27335,1.269075
ctp,0.7114325,0.69048875,0.700960625
desat1,1.45731375,1.338070625,1.397692188
Syb,1.8135125,1.78694375,1.800228125
Zw,0.2697075,0.26863375,0.269170625
CalpA,0.421305,0.4283575,0.42483125
rl,0.59784875,0.602920625,0.600384688
alphaCop,0.225425,0.217355,0.22139
Idgf3,1.0320925,1.03040875,1.031250625
Plc21C,0.30761375,0.308953125,0.308283438
Nc73EF,0.23438625,0.230151875,0.232269063
Rpn12,0.34439625,0.342816875,0.343606563
,1.2248375,1.20310625,1.213971875
sec63,0.29602625,0.296879375,0.296452813
Rbp6,0.58889875,0.601800625,0.595349688
Amph,1.3187875,1.34348125,1.331134375
Cys,2.6975625,2.76546875,2.731515625
Snx3,0.9592,1.0108,0.985
Mlc-c,1.1946125,1.22709375,1.210853125
Ccp84Ae,0.338885,0.3681325,0.35350875
rdgB,0.29870125,0.299091875,0.298896563
CG12173,1.0451375,1.03537125,1.040254375
nst,0.4683575,0.46686875,0.467613125
lwr,0.5252975,0.51697875,0.521138125
CG30022;CG30023,1.285215,1.3434375,1.31432625
,0.8468225,0.85167125,0.849246875
TwdlT,1.5645625,1.56676875,1.565665625
,1.1823275,1.16885625,1.175591875
CG6719,0.75124375,0.794478125,0.772860938
blw,1.1178,1.119125,1.1184625
Patj,0.631455,0.6349175,0.63318625
kcc,0.6559725,0.64899375,0.652483125
,1.1863625,1.20144375,1.193903125
Aats-lys,0.31313875,0.320975625,0.317057188
,1.6581375,1.64963125,1.653884375
,1.16147,1.13523,1.14835
Gapdh2,1.3614875,1.38688125,1.374184375
,0.67892625,0.691859375,0.685392813
Vha100-2,0.36069125,0.359151875,0.359921563
Tm1,4.299725,4.3809375,4.34033125
Trxr-1,0.477325,0.478555,0.47794
Imp,0.32475625,0.323414375,0.324085313
Stam,0.70346875,0.706808125,0.705138438
sw;Sdic1;Sdic2;Sdic3,0.5714125,0.56136125,0.566386875
l(1)G0334,1.740375,1.7382125,1.73929375
ATPsyn-gamma,1.4109875,1.41965625,1.415321875
Act88F,0.6713975,0.69143375,0.681415625
Rpt3,0.34933875,0.352943125,0.351140938
SdhB,1.227275,1.2408875,1.23408125
Ndg,0.30132,0.3080325,0.30467625
Ude,1.494775,1.4752125,1.48499375
GstD1,0.72004375,0.725320625,0.722682188
TM4SF,0.76975625,0.811534375,0.790645313
,#DIV/0!,#DIV/0!,#DIV/0!
sesB,0.9569525,0.95132125,0.954136875
Pka-R1,0.5890925,0.58083125,0.584961875
t,3.2303875,3.25103125,3.240709375
Mpcp,1.3487625,1.32161875,1.335190625
Rpn1,0.182885,0.1758375,0.17936125
Dhod,1.9015875,1.89418125,1.897884375
,1.761,1.771925,1.7664625
,1.04081,1.00991,1.02536
skap,1.2865,1.288575,1.2875375
stv,0.8975325,0.93259375,0.915063125
CG1458,0.91690625,0.931124375,0.924015313
norpA,0.23476625,0.227336875,0.231051563
,0.39434,0.401865,0.3981025
ND42,0.85662375,0.863525625,0.860074688
CG11073-RA,2.3146125,2.28721875,2.300915625
alphaTub84D;alphaTub84B,0.2793475,0.28120125,0.280274375
CHKov2,0.876095,0.8867975,0.88144625
Hsc70-1,0.48010125,0.483219375,0.481660313
CG10688,#DIV/0!,#DIV/0!,#DIV/0!
14-3-3epsilon,1.05924125,1.056596875,1.057919063
Cortactin,1.1222,1.136125,1.1291625
,0.6432225,0.63991875,0.641570625
PpD3,0.29938,0.3019875,0.30068375
c11.1,0.21425625,0.221054375,0.217655313
papi,0.382465,0.4036025,0.39303375
,0.58038375,0.559018125,0.569700938
Rbcn-3B,1.199635,1.3209125,1.26027375
Rpt5,0.2871325,0.27875625,0.282944375
hts,0.84142625,0.835931875,0.838679063
CG9362,0.403145,0.4152575,0.40920125
Vha100-1,0.4307825,0.42167375,0.426228125
Gdh,0.69394375,0.683250625,0.688597188
Synd,0.58037,0.578555,0.5794625
,1.0565525,1.04644125,1.051496875
nwk,0.33386875,0.331158125,0.332513438
Gs2,0.473955,0.4685975,0.47127625
RpL38,0.59216375,0.599568125,0.595865938
Esyt2,0.52218875,0.518670625,0.520429688
cpx,1.8342,1.777,1.8056
fh,#DIV/0!,#DIV/0!,#DIV/0!
Rab6,1.3241625,1.30766875,1.315915625
,0.6451725,0.65699125,0.651081875
,1.80845,1.795975,1.8022125
Dsp1,1.2528875,1.26860625,1.260746875
boss,0.92236625,0.903916875,0.913141563
Gk,1.4867375,1.47000625,1.478371875
CG8635,0.47644,0.484285,0.4803625
Mlc2,2.6337875,2.76953125,2.701659375
kdn,1.219175,1.2199875,1.21958125
nahoda,0.62631375,0.652500625,0.639407188
Caf1,0.5984225,0.58053125,0.589476875
Pros26.4,0.26840125,0.279139375,0.273770313
Rac2,0.63174875,0.624663125,0.628205938
,0.2365075,0.24182125,0.239164375
santa-maria,0.93022875,0.925183125,0.927705938
SdhC,2.3577,2.409125,2.3834125
,1.09089375,1.096903125,1.093898438
GstT1,0.963635,0.94595,0.9547925
,0.26269,0.2596775,0.26118375
,0.2592625,0.25653875,0.257900625
Dmn,1.2462875,1.25818125,1.252234375
CG5028-RC,1.26395,1.288575,1.2762625
Rab2,1.454375,1.4184125,1.43639375
Drp1,0.3228425,0.30198125,0.312411875
Cam,2.1627875,2.18218125,2.172484375
,0.76392375,0.762005625,0.762964688
,#DIV/0!,#DIV/0!,#DIV/0!
,3.2296625,3.23691875,3.233290625
Cbp53E,1.3571125,1.36079375,1.358953125
Nop56,5.49946375,4.662320625,5.080892188
,2.260175,2.3245625,2.29236875
Rac1,0.9186025,0.88458375,0.901593125
ninaA,0.59519625,0.593314375,0.594255313
Df31,0.47941125,0.488389375,0.483900313
,1.29715,1.322475,1.3098125
,1.7176625,1.71196875,1.714815625
TFAM,1.9673375,2.02250625,1.994921875
La,1.539975,1.5696375,1.55480625
Wbp2,2.11665,2.132625,2.1246375
Ote,1.6656375,1.64690625,1.656271875
Syx13,0.877225,0.8858925,0.88155875
Vha13,2.600325,2.6400625,2.62019375
Adk1,1.3618875,1.34588125,1.353884375
,0.92468875,0.917688125,0.921188438
,1.3278625,1.36206875,1.344965625
Karybeta3,0.144162,0.137163,0.1406625
Rala,0.68054125,0.681856875,0.681199063
,0.969935,0.95894,0.9644375
dlg1,0.734585,0.7360575,0.73532125
DNaseII,0.6114575,0.63329625,0.622376875
,2.018,2.008025,2.0130125
Trx-2,0.82664,0.8632,0.84492
koi,1.2814125,1.28689375,1.284153125
,0.6438575,0.64977125,0.646814375
Sod2,1.1709,1.1682,1.16955
vib,0.72998125,0.717124375,0.723552813
Cont,0.674545,0.67342,0.6739825
baf,1.2344125,1.23679375,1.235603125
,1.8456625,1.85261875,1.849140625
Spn88Ea,0.43891125,0.436161875,0.437536563
Ace,1.07805375,1.052170625,1.065112188
CG6045-RA,0.374085,0.37733,0.3757075
Tsf2,0.64114125,0.649236875,0.645189063
,0.94279625,0.927969375,0.935382813
