Gene names, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_30_1, Alpha _day_30_2,
rl,0.64243,0.67935,0.74352,0.79304,
alphaCop,0.17886,0.20806,0.20695,0.20872,
Idgf3,0.78909,0.75231,0.91296,0.93997,
Plc21C,0.23086,0.63439,0.2671,0.35784,
Nc73EF,0.13167,0.12917,0.15231,0.16222,
Rpn12,0.81488,0.86819,0.94259,0.89857,
,0.92832,0.90165,1.0737,1.0575,
sec63,0.44951,0.38453,0.51973,0.34376,
Rbp6,1.5311,1.6771,1.7701,NaN,
Amph,1.5251,1.4443,1.7631,1.5888,
Cys,2.4859,2.2488,2.8738,2.5746,
Snx3,1.1237,1.3013,1.299,1.1086,
Mlc-c,1.9055,1.8413,2.2012,2.2232,
Ccp84Ae,1.1063,NaN,1.2779,NaN,
rdgB,0.21898,0.22387,0.25293,0.30275,
CG12173,0.95388,1.089,1.1015,1.0907,
nst,0.82662,0.94644,0.95429,0.95368,
lwr,0.79011,0.64864,0.9117,0.99548,
CG30022;CG30023,0.66059,0.68177,0.76211,0.89615,
,0.7068,0.68085,0.81542,0.79479,
TwdlT,2.5344,2.8749,2.9238,2.0469,
,1.9641,2.5509,2.2652,2.4473,
CG6719,1.8247,2.0687,2.1041,1.9815,
blw,0.6837,0.59583,0.78781,0.68365,
Patj,0.39909,0.41433,0.45979,0.49896,
kcc,0.57125,0.91518,0.65799,0.88968,
,0.8393,1.0666,0.96655,1.006,
Aats-lys,0.3223,0.41609,0.37112,0.40943,
,1.2765,1.2261,1.4695,1.273,
,0.99843,0.90911,1.1491,0.9965,
Gapdh2,0.99643,0.86906,1.1467,1.1361,
,1.0013,NaN,1.1522,1.0758,
Vha100-2,0.31357,0.35055,0.36063,0.30847,
Tm1,2.0334,2.0943,2.3363,2.8225,
Trxr-1,0.43894,0.47883,0.50402,0.49352,
Imp,0.43901,NaN,0.50407,0.6228,
Stam,0.83411,0.8995,0.95768,0.97672,
sw;Sdic1;Sdic2;Sdic3,0.44381,0.53853,0.50925,0.55317,
l(1)G0334,0.91843,0.87666,1.0527,1.0807,
ATPsyn-gamma,0.75757,0.66181,0.86817,0.87839,
Act88F,0.52696,0.49673,0.60374,0.56761,
Rpt3,0.92967,1.0774,1.0649,1.0417,
SdhB,0.69306,0.77711,0.79372,0.81893,
Ndg,0.468,0.55449,0.53585,0.58882,
Ude,1.2042,1.2621,1.3787,1.4016,
GstD1,0.59782,0.56669,0.68443,0.64826,
TM4SF,0.48344,0.46731,0.55346,0.58574,
,1.3236,1.3661,1.5153,1.2435,
sesB,0.53886,0.50529,0.6168,0.55494,
Pka-R1,0.61879,0.72633,0.70824,0.65799,
t,1.4308,1.3743,1.6351,1.7185,
Mpcp,0.50917,0.53291,0.5815,0.56442,
Rpn1,0.46284,0.52608,0.52812,0.52431,
Dhod,1.4351,1.5669,1.637,1.8028,
,1.1316,1.0224,1.2903,1.231,
,0.54118,0.49471,0.61685,0.6183,
skap,0.62598,0.6039,0.71347,0.6737,
stv,1.1082,1.0288,1.263,1.3342,
CG1458,0.59796,0.58324,0.68134,0.666,
norpA,0.16193,0.15618,0.1845,0.16914,
,0.43805,0.55328,0.49906,0.46607,
ND42,0.63749,0.63516,0.72598,0.76501,
CG11073-RA,1.9367,1.6821,2.2055,2.2549,
alphaTub84D;alphaTub84B,0.37829,0.32158,0.43055,0.39403,
CHKov2,0.73464,NaN,0.83606,0.88945,
Hsc70-1,0.66572,0.66719,0.75745,0.63373,
CG10688,0.71998,0.95343,0.81878,0.74354,
14-3-3epsilon,1.2136,1.0676,1.3794,1.3662,
Cortactin,1.4389,1.5777,1.6352,1.6202,
,0.78093,0.95095,0.88739,0.82727,
PpD3,0.24045,0.19481,0.27309,0.35179,
c11.1,0.25718,0.24629,0.29206,0.50687,
papi,0.33848,NaN,0.38424,0.29071,
,0.26016,0.25312,0.29533,0.32593,
Rbcn-3B,0.28431,0.22557,0.32261,0.93894,
Rpt5,0.69502,0.86981,0.7877,0.75475,
hts,0.84724,0.79508,0.95988,0.93798,
CG9362,0.46108,0.34949,0.52209,0.44342,
Vha100-1,0.24739,0.24996,0.28012,0.29822,
Gdh,0.39239,0.36701,0.44426,0.43994,
Synd,0.58524,0.5955,0.66247,0.647,
,1.0378,1.1902,1.1746,1.0351,
nwk,0.20293,0.19752,0.22966,0.23715,
Gs2,0.33777,0.28521,0.38214,0.31238,
RpL38,1.2951,2.0669,1.4645,1.5107,
Esyt2,0.45034,0.52233,0.50903,0.68849,
cpx,1.0177,1.0783,1.1501,1.0852,
fh,0.59025,0.85135,0.66699,1.0598,
Rab6,2.2782,2.8938,2.5739,2.3997,
,0.59461,0.67711,0.67164,0.77417,
,0.9429,1.3185,1.065,0.96811,
Dsp1,1.2671,1.3486,1.4304,1.6512,
boss,0.91308,0.91329,1.0307,1.0494,
Gk,0.40706,0.46385,0.45932,0.35828,
CG8635,0.68374,0.79512,0.77147,0.83682,
Mlc2,2.1751,2.096,2.4537,2.3853,
kdn,0.72649,0.70268,0.81944,0.77738,
nahoda,0.98937,1.0003,1.1159,1.1007,
Caf1,0.76844,NaN,0.86614,0.98374,
Pros26.4,0.7164,0.96036,0.807,0.8564,
Rac2,0.50813,0.54214,0.57235,0.58418,
,0.69215,0.68999,0.77962,0.81073,
santa-maria,0.72629,0.82228,0.8178,0.79449,
SdhC,1.5301,1.6804,1.7225,1.7711,
,0.82367,0.74354,0.92712,0.90957,
GstT1,0.78347,0.83219,0.88184,0.8977,
,0.29922,0.33039,0.33676,0.46645,
,0.45305,0.45771,0.50976,0.45495,
Dmn,1.3521,1.5946,1.5213,1.4658,
CG5028-RC,0.77478,0.68427,0.87132,0.88149,
Rab2,1.2465,1.239,1.4011,1.3036,
Drp1,0.22728,0.42256,0.25545,0.23977,
Cam,1.7687,1.55,1.9877,2.4578,
,0.46573,0.45676,0.52329,0.5221,
,0.43684,NaN,0.49082,NaN,
,1.7199,1.6164,1.9324,2.0061,
Cbp53E,0.9448,0.90727,1.0615,1.109,
Nop56,0.71777,0.54748,0.80617,0.78344,
,1.593,1.7031,1.7884,1.6208,
Rac1,0.69175,0.62528,0.77655,0.81517,
ninaA,0.24143,0.34612,0.27097,1.5585,
Df31,2.3544,1.7336,2.6423,3.1524,
,1.0111,1.0673,1.1343,1.0159,
,0.84568,0.77983,0.9486,0.83854,
TFAM,1.7464,1.8108,1.9588,2.2415,
La,1.7227,2.0548,1.9321,1.8924,
Wbp2,1.7891,2.2146,2.0059,1.7861,
Ote,2.8581,3.6134,3.203,3.3603,
Syx13,1.026,0.75767,1.1497,0.67615,
Vha13,1.8183,1.7656,2.0371,2.1904,
Adk1,0.96476,0.86023,1.0808,1.063,
,0.53861,0.55789,0.60326,0.7211,
,0.79422,0.85581,0.88943,0.85968,
Karybeta3,0.13859,0.16047,0.1551,0.1131,
Rala,0.5189,0.63504,0.58058,0.58661,
,0.47613,0.43561,0.53249,0.48705,
dlg1,0.68895,0.59713,0.7704,0.71629,
DNaseII,0.97299,1.1804,1.0877,1.6688,
,1.2442,1.3082,1.3906,1.4678,
Trx-2,1.0132,1.1375,1.1322,1.0582,
koi,1.8744,2.1522,2.0923,2.036,
,0.34444,0.39191,0.38442,0.42408,
Sod2,0.66874,0.59372,0.74629,0.72284,
vib,0.50998,0.52264,0.56907,0.58624,
Cont,0.82573,0.81624,0.92129,0.90159,
baf,1.2045,1.1545,1.3437,1.1179,
,1.3841,1.2134,1.544,1.47,
Spn88Ea,0.53446,0.61162,0.59545,0.6062,
Ace,0.75413,0.67743,0.84001,0.79737,
CG6045-RA,0.27933,0.45467,0.31104,0.293,
Tsf2,0.83364,0.67436,0.92765,0.73716,
,0.38957,0.32247,0.43347,0.4196,
Prosbeta3,0.89078,NaN,0.99086,0.95692,
,1.1235,1.1099,1.2495,1.2781,
pUf68,0.65915,0.63238,0.7328,0.77835,
cib,2.3038,2.1862,2.561,3.1042,
comt,0.2576,0.24651,0.28632,0.29679,
Flo,0.79161,0.89501,0.87979,0.92734,
,1.361,1.386,1.5124,1.6747,
sun,2.4474,2.1995,2.7189,2.3032,
TotC,0.77234,0.7653,0.85765,0.75013,
hoip,1.0749,1.2889,1.1936,0.77081,
,0.93384,1.4109,1.0369,1.4101,
RpS5a;RpS5b,0.68583,0.84941,0.76122,0.62117,
eIF5,0.58362,0.70975,0.64753,0.84499,
cpb,0.61858,0.72431,0.68628,0.6379,
,1.3092,1.3983,1.4524,1.3965,
Sod,0.84832,0.7861,0.9402,0.83078,
,0.38466,0.40996,0.42612,0.44826,
Oscp,1.3117,1.3904,1.4529,1.3955,
atl,0.4956,0.44017,0.5488,0.52117,
Spn77Ba,1.5469,1.5915,1.7129,1.8676,
14-3-3zeta,1.1186,1.1255,1.2382,1.2379,
Prosbeta4,2.2237,2.6509,2.4601,2.3669,
ttm50,1.6926,1.8193,1.8713,2.0133,
shg,1.0261,1.2534,1.1342,1.2194,
c550,2.0703,1.9201,2.2867,2.247,
,0.29688,0.20263,0.3272,0.3699,
CanB2,1.1899,1.1676,1.3109,1.4337,
CG1970-RA,0.65047,0.5935,0.71644,0.73571,
CG9090-RA,0.83823,0.8242,0.9222,0.81915,
up,2.3777,2.1779,2.6151,2.6029,
ninaC,0.12643,0.10576,0.13902,0.12434,
mub,0.47324,0.63444,0.51996,0.62832,
CG11594,0.77419,0.55994,0.85051,1.5682,
Eb1,0.48443,0.57715,0.53181,0.65164,
Pabp2,1.2056,1.2476,1.3235,1.3711,
cl,1.1388,1.2228,1.2499,1.4228,
chic,1.0056,1.0806,1.1035,1.0218,
CoVb,1.2279,1.1826,1.3474,1.253,
wupA,0.98098,1.2328,1.0762,1.2116,
Pegarn,1.0578,1.3942,1.1604,1.3941,
cathD,1.2176,1.2587,1.3353,1.1252,
,0.83284,NaN,0.91286,NaN,
CG8446-RD,1.7392,1.4679,1.9062,2.1337,
HmgD,2.433,2.3651,2.6666,3.0461,
,1.6789,1.6077,1.8396,1.9133,
,1.0869,1.2018,1.1908,1.129,
mfas,0.41387,0.44036,0.4534,0.45463,
ced-6,0.57516,0.6624,0.62995,0.70289,
,1.7748,2.1881,1.9435,1.9458,
l(3)01239,2.1272,2.4533,2.3275,2.4521,
,0.50168,0.47273,0.54846,0.56926,
Tep2,0.75732,0.72596,0.82789,0.86105,
eIF-4E,1.3148,1.2634,1.4368,1.3221,
cora,0.73035,0.67694,0.7978,0.81552,
Hsc70-5,0.60446,0.62335,0.66017,0.6299,
,0.60878,0.52851,0.66466,0.64923,
,2.1508,1.743,2.3476,2.1252,
Pglym78,1.1166,1.0128,1.2182,1.1388,
Act87E,0.47242,0.4383,0.51459,0.50071,
,1.3457,NaN,1.4656,1.46,
CD98hc,1.2428,1.2775,1.3523,1.369,
Dap160,0.66846,0.67122,0.72734,0.74923,
Txl,0.7878,0.84224,0.85703,0.82874,
Rab1,1.0143,1.0696,1.1029,1.0804,
,0.90915,0.93569,0.98855,1.0246,
FK506-bp2,1.1845,1.1229,1.2874,1.169,
,1.676,2.1726,1.8207,2.041,
EG:25E8.1,0.53927,0.63963,0.5852,0.59978,
Rab18,0.8333,1.0025,0.90347,0.99866,
Vha14-1,0.89808,0.82629,0.97337,1.1093,
,0.69585,0.72787,0.75388,0.76681,
ATPsyn-beta,1.7905,1.6141,1.9394,2.0302,
Gdi,0.57433,0.55552,0.62207,0.65084,
14-3-3zeta,1.2704,1.2303,1.3756,1.3808,
Cpr49Ah,4.218,4.3395,4.5661,5.8167,
Ugt,0.39771,0.52554,0.43053,0.49914,
Vha55,0.42045,0.36143,0.4549,0.45543,
VAChT,0.62651,0.61345,0.67782,0.81307,
nrv2,0.7377,0.72324,0.7979,0.76433,
opa1-like,0.74457,0.82267,0.80507,0.87161,
Cpr73D,1.4134,1.3096,1.5272,1.5414,
Rpn6,0.6801,0.68215,0.73446,0.67587,
SdhA,0.513,0.49296,0.55383,0.53322,
Nrx-1,0.30924,0.38814,0.33361,0.46453,
,0.67542,0.68423,0.72857,0.85906,
sals,0.79336,0.97654,0.85579,0.69768,
sds22,0.60509,0.71287,0.65256,0.71812,
Fim,0.3602,0.33266,0.38841,0.3902,
Frq1,1.5468,1.3258,1.6675,1.6118,
fne,0.6419,0.62256,0.6918,0.67215,
,0.53203,0.49743,0.57334,0.64813,
Mp20,0.83598,0.78778,0.90078,0.96835,
CG5044-RB,0.51136,0.61435,0.55066,0.60101,
Prp19,0.56231,0.49233,0.60516,0.76092,
,1.4875,1.5779,1.5989,1.8214,
EG:152A3.3,1.1732,1.3477,1.261,1.4077,
aay,1.5986,2.0561,1.7181,2.5469,
Dak1,0.53875,0.55581,0.57894,0.59557,
Ssadh,0.28507,0.29798,0.30616,0.34228,
,0.65002,NaN,0.69793,0.49064,
Sh3beta,1.2349,1.3766,1.3244,1.3496,
Obp56a,0.51804,0.48989,0.55552,0.6211,
porin,1.7393,1.6626,1.8633,1.863,
Su(var)205,1.9982,2.043,2.1405,2.1316,
Mtch,0.52782,0.55326,0.5654,0.55945,
His2Av,1.9742,1.6125,2.1146,1.9671,
su(r),0.28581,0.23277,0.30604,0.23554,
cer,1.1487,1.2891,1.23,1.1133,
,1.3693,1.5657,1.4658,1.5808,
flr,0.63844,0.60154,0.68334,0.67464,
GstO3,1.8473,2.0451,1.976,1.7754,
Tcp-1zeta,0.65452,0.597,0.69972,0.66119,
Inx2,0.33768,0.33591,0.36092,0.38404,
Arf79F,1.2307,1.2775,1.3153,1.2645,
ics,1.7531,1.7495,1.8736,1.9771,
,1.0492,1.5417,1.1205,1.0871,
,1.7237,1.6944,1.8407,1.5169,
stmA,0.22782,0.2162,0.24326,0.3012,
rhea,0.1968,0.18382,0.21007,0.35384,
PMCA,0.33796,0.24599,0.36071,0.27365,
Calx,0.432,0.50084,0.4608,0.45405,
Mov34,1.3356,1.355,1.4246,1.5617,
didum,0.19182,0.24293,0.20457,0.20831,
snRNP-U1-70K,2.2701,2.2426,2.4205,2.7417,
Acon,0.32881,0.31267,0.35053,0.32997,
Ggamma30A,1.3342,1.3784,1.4204,1.4608,
Vha36-1,1.6093,1.6984,1.7126,1.9449,
CG42353-RA,0.94564,0.85801,1.006,1.0234,
,0.5784,0.52494,0.6152,0.61512,
Arp87C,0.60606,0.57328,0.64458,0.58256,
Vha44,0.77083,0.7787,0.81918,0.89779,
CHIP,0.74547,0.84167,0.792,0.9407,
,2.0244,1.8231,2.1503,2.176,
,0.72571,0.61238,0.77061,0.80784,
Ddc,0.30047,NaN,0.31878,0.475,
,1.3425,1.8597,1.4227,1.1509,
,0.97034,0.89341,1.0281,0.99493,
Tg,0.51752,0.58513,0.54831,0.54899,
Vha26,0.92377,0.86302,0.97868,0.99225,
PIP82,0.33968,0.27865,0.35986,0.4201,
tutl,1.3107,1.5104,1.3885,1.1618,
Rab5,1.6861,1.7138,1.786,1.8551,
CG6455,1.3083,1.1973,1.3854,1.4091,
deltaCOP,1.007,1.2615,1.066,1.0971,
Tango5,0.88047,NaN,0.93185,NaN,
Tim9a,2.6343,2.3285,2.7877,2.7468,
Gp93,1.3179,1.4219,1.3946,1.3993,
CG4042-RA,0.71636,NaN,0.75803,1.2593,
,0.50267,0.5243,0.53179,0.50217,
,0.78374,0.93068,0.82906,0.77462,
Ald,0.77558,0.74714,0.82009,0.74419,
l(2)35Di,0.68484,0.70804,0.72409,0.88616,
GS,0.30235,0.27798,0.31955,0.30939,
Fib,1.4272,1.2942,1.5082,1.6505,
CAH2,1.0315,1.3849,1.0896,1.1272,
l(3)mbn,1.4968,1.4135,1.5811,1.4414,
GstE13,0.75416,0.97192,0.79653,0.91587,
,0.28109,0.26176,0.29688,0.3144,
Apf,0.84918,0.9234,0.89681,0.88846,
,1.319,1.1045,1.3919,1.6491,
,1.8386,1.6474,1.9402,1.9816,
Elongin-C,0.74589,0.90373,0.78707,1.0676,
CdsA,0.57183,0.50374,0.60268,0.65173,
ninaE,0.05531,0.031939,0.058285,0.017238,
CG4829-RA,1.4364,1.3197,1.5136,1.5646,
,1.1744,1.5106,1.2374,1.3903,
,1.3221,1.2252,1.3923,1.2885,
Glycogenin,0.72372,0.73068,0.76197,0.83714,
,0.36049,0.31204,0.37943,0.4102,
shrb,1.805,1.8598,1.8991,1.7923,
PebIII,2.0133,1.8797,2.1179,2.0121,
,0.36239,NaN,0.38118,0.32758,
Hex-A,0.35684,0.43934,0.37534,0.34257,
Vps26,1.0433,1.2465,1.0971,1.6116,
,0.31443,0.27031,0.33059,0.70889,
sel,1.2814,1.4825,1.347,NaN,
Gpdh,0.54066,0.56866,0.56816,0.53153,
Hrb27C,0.77805,0.79982,0.81727,1.0188,
Rheb,0.8712,0.83857,0.91489,0.94968,
Cpr65Au,0.99911,0.94585,1.0486,0.99875,
,0.6014,0.69757,0.63114,0.57319,
Nup62,1.7523,1.9629,1.8385,1.9276,
Rpn2,0.42282,0.47017,0.44357,0.41904,
Lam,2.1064,2.0619,2.2096,2.35,
tmod,0.9359,0.83822,0.98148,0.94446,
,2.1394,2.1368,2.2426,1.9615,
,1.3784,1.2961,1.4447,1.5034,
Rab7,1.0193,0.98544,1.0681,1.0386,
CG10126-RB,1.0418,0.9944,1.0912,1.1918,
CG3436,1.3681,1.3304,1.4329,1.4534,
Ref1,2.973,2.4617,3.1138,2.5119,
,0.16593,0.16003,0.17373,0.17076,
l(2)37Cc,2.0974,2.2146,2.1958,2.4053,
Ipp,0.277,0.28218,0.28981,0.33365,
homer,0.51253,0.47901,0.53612,0.53462,
Prm,1.3564,1.2412,1.4184,1.3732,
Cpr92F,2.052,2.1919,2.1448,1.9369,
ppl,1.6321,2.2812,1.7058,1.5269,
,0.81256,0.90578,0.84906,0.74972,
Reg-2,0.35532,0.42905,0.37122,0.44163,
Vps35,0.19831,0.15015,0.20713,0.24916,
BcDNA.GH11322,0.75081,0.80343,0.78404,0.86533,
me31B,0.30081,0.35946,0.31403,0.35178,
CG16935,0.4625,0.42132,0.48232,0.53065,
,1.5114,1.6364,1.5759,1.6143,
,2.7349,2.6375,2.8516,3.0148,
,1.4074,1.2113,1.4672,1.5926,
Gycbeta100B,0.26267,NaN,0.27381,0.25611,
Tom40,1.131,1.1822,1.1787,1.3871,
Clic,0.93637,0.98206,0.97553,0.81352,
,1.2611,NaN,1.3133,1.5209,
CG5009,0.36948,0.42345,0.38475,0.34467,
rtp,0.43627,0.42026,0.45429,0.51246,
CG4038,1.8593,1.406,1.9355,1.1851,
eIF-3p40,0.40016,0.48295,0.41644,0.39897,
CG11334,0.49154,0.63225,0.5115,0.52784,
drk,1.5893,1.3838,1.6532,1.4651,
Rab14,1.5926,1.6137,1.6563,1.5014,
Mipp1,1.4215,1.5803,1.4777,1.5697,
Clect27,2.7348,2.6926,2.8429,2.8404,
Gl,0.36313,0.35217,0.37748,0.59034,
sm,0.66981,NaN,0.69586,NaN,
SrpRbeta,0.63409,0.56827,0.65872,0.51666,
Mo25,0.80567,0.81059,0.83629,0.94389,
,0.67766,0.66078,0.70298,0.80487,
Tsp42Ea,0.97839,1.1548,1.0149,0.85056,
CG7048,1.7557,1.8115,1.8195,2.0925,
Slh,0.35487,NaN,0.36776,0.39965,
LanB2,0.12116,0.1324,0.12553,0.21405,
snf,2.5495,3.0488,2.6407,2.7503,
Mtor,0.35758,0.2347,0.37036,0.42045,
l(3)03670,2.0111,1.9185,2.0828,2.3182,
Cpr64Ad,1.4719,1.634,1.5234,1.3527,
,0.62775,0.72768,0.64908,1.8168,
,1.4925,1.6017,1.5427,1.6066,
,0.754,0.60148,0.7792,0.72572,
Ptp69D,1.1959,1.8665,1.2354,1.1702,
,0.46799,0.47856,0.48341,0.48368,
Rbp2,1.6192,1.7847,1.6719,1.4109,
up,2.0547,2.16,2.121,2.1829,
,1.2473,1.2931,1.2875,1.4132,
,2.3407,2.182,2.4159,2.8745,
,0.65514,0.57183,0.67613,0.59914,
Cp190,0.57552,0.46484,0.59355,0.56657,
,0.65563,0.67991,0.67546,0.6666,
l(2)03709,1.5154,1.4745,1.5612,1.5017,
CG9297-RA,0.94463,0.89568,0.97288,1.0211,
Ance,0.867,0.9571,0.89279,0.94094,
BcDNA.GH02384,1.8065,1.9426,1.8598,1.4669,
Zasp66,1.3715,1.2665,1.4116,1.508,
04-Sep,0.36617,0.47676,0.37679,0.42493,
,0.45689,0.43016,0.46948,0.43632,
,1.0831,1.6451,1.1128,NaN,
,0.51282,NaN,0.52662,0.5431,
pain,0.18004,0.24285,0.18481,0.70802,
Rpi,1.1995,1.6541,1.2311,1.0365,
Nmt,0.86623,0.66073,0.88901,0.58972,
Uch-L5,1.243,1.1521,1.2748,1.5331,
l(1)G0255,0.54349,0.55873,0.55726,0.54325,
anon-84Ea,1.2106,1.016,1.2405,1.208,
wdb,0.41928,0.37567,0.42963,0.4488,
jdp,0.6989,0.96133,0.71614,0.85916,
trsn,1.8261,1.9106,1.8709,2.0134,
sls,0.25315,0.18209,0.25919,0.25012,
B52,2.0726,1.8997,2.122,2.4201,
CG18624-RB,1.8718,1.534,1.9162,1.8605,
nec,1.4556,1.4902,1.4901,1.4305,
Adgf-D,0.99858,0.87683,1.0221,1.1785,
,1.0454,1.1294,1.0698,1.1606,
Obp99b,4.6915,4.7353,4.7997,4.7483,
,0.97583,1.0487,0.99762,1.7333,
se,4.6013,4.5254,4.6994,6.972,
Pdsw,1.8534,1.8069,1.8927,1.9011,
eIF3-S6,0.43643,0.53026,0.44563,0.50775,
Idgf2,0.602,0.5572,0.6143,0.57527,
PRL-1,0.92821,0.99476,0.94667,1.1126,
Pcd,1.5094,1.7815,1.5384,1.3837,
Uba1,0.13911,0.13968,0.14176,0.13691,
Pep,0.58357,0.52817,0.59467,0.642,
sun,1.6642,1.6192,1.6958,1.5127,
Ubqn,2.209,2.7061,2.2503,2.2676,
nonA,1.7479,1.5826,1.7798,1.6924,
,0.20991,0.21363,0.21373,0.21416,
,0.50679,0.45928,0.516,0.52149,
awd,1.4116,1.4124,1.4368,1.2247,
,0.93328,0.93237,0.94938,0.98078,
Tim10,2.155,2.2423,2.1916,2.0606,
Cpr64Aa,2.3919,2.2336,2.4325,2.4621,
,0.64526,0.65172,0.65567,0.77181,
Rpn9,0.97675,1.1806,0.9917,1.0862,
Scsalpha,0.57913,0.53724,0.58717,0.54117,
Vha16-1,1.6734,1.4393,1.6958,1.3479,
Got1,1.085,1.1364,1.0994,1.1236,
Lsp1beta,3.1269,3.5671,3.1679,3.1225,
REG,1.3518,1.4304,1.3684,1.2457,
Arr2,0.44371,0.3962,0.44896,0.42019,
Manf,1.8101,1.7532,1.8312,1.9677,
CG12264,0.50529,0.45676,0.51116,0.67097,
Nplp2,1.0383,1.3006,1.0491,0.58784,
CSN8,1.1926,1.5248,1.205,1.2339,
shot,0.14141,0.1329,0.14286,0.19899,
Sucb,0.59294,0.61259,0.59896,0.66829,
capt,0.62365,0.62719,0.62997,0.68082,
VhaAC39-1,0.39427,0.33864,0.39818,0.43928,
Hsc70-4,0.47918,0.4581,0.48389,0.46732,
CG8386,1.1582,1.2685,1.1691,1.1528,
,2.2005,2.1121,2.2211,2.124,
Pros26,1.5816,1.4599,1.5956,1.6034,
l(1)G0230,1.8319,1.8954,1.8472,1.8424,
tomosyn,0.31325,0.218,0.31544,0.44848,
stnA,1.4498,1.3713,1.4598,1.5277,
,0.28995,NaN,0.29181,NaN,
CG2263,1.3266,1.3433,1.3348,1.4228,
Cyt-b5,1.3667,1.4087,1.3751,1.4416,
coro,0.77855,0.76274,0.78307,0.79653,
yellow-c,3.8809,3.6279,3.9017,4.0083,
l(1)G0289,2.1922,2.0864,2.2023,NaN,
Pros35,1.3651,1.1895,1.3707,1.4044,
CAP,0.60952,0.54248,0.61198,0.56901,
Letm1,1.6237,1.6429,1.6296,1.7525,
Pros25,1.7526,2.0315,1.7587,1.7402,
Dpt,0.07318,0.056275,0.073348,0.097105,
CG10639-RA,0.4027,0.49189,0.40357,0.41302,
,0.64177,0.55434,0.64302,0.65056,
Egm,0.38995,0.32982,0.39068,0.47581,
CG33672-RA,1.346,NaN,1.3484,1.2551,
BcDNA.GH02220,2.0491,2.1474,2.0524,1.8936,
ref(2)P,0.33881,0.37851,0.33935,0.35155,
GckIII,0.75951,NaN,0.7602,0.65247,
,1.7885,1.7572,1.7897,2.1118,
TpnC25D,2.2828,2.3355,2.2831,2.503,
ATPsyn-d,1.6189,1.5054,1.6184,1.4527,
AP-2mu,0.4386,0.43815,0.4379,0.49473,
,0.73599,0.7336,0.73431,0.76136,
Cyp1,1.1607,1.1014,1.1571,1.3072,
ergic53,1.4961,NaN,1.4908,1.5394,
exba,0.80621,0.85439,0.80328,0.73277,
Atox1,2.2209,2.2634,2.2127,2.0512,
fau,2.9531,2.6986,2.942,2.8398,
Prosalpha7,1.3456,1.5209,1.3403,1.6158,
rgn,1.7551,1.5431,1.748,1.8832,
CG3961-RD;CG3961-RA,0.24989,0.2362,0.24885,0.2286,
sgg,0.38677,0.38022,0.38497,0.40837,
Rh50,0.6857,0.55811,0.68234,0.54803,
Hel25E,0.64643,0.73321,0.64326,0.67256,
CG1513-RA,0.36638,0.33112,0.36456,1.3391,
,0.71915,0.73067,0.71546,0.79093,
Rho1,0.65147,0.68219,0.64809,0.71411,
janA,1.3421,1.3668,1.335,1.15,
,0.44785,0.37059,0.44543,0.4446,
CkIIalpha,1.1876,1.0212,1.1804,1.2535,
und,0.39523,0.44796,0.39273,0.54833,
Phm,1.0952,1.3736,1.0881,2.4372,
CG34327-RA,2.0092,2.3637,1.9961,2.2402,
,1.9232,1.6073,1.9104,2.4219,
,1.1648,1.1053,1.157,1.3524,
,3.4515,3.3607,3.4283,3.3843,
Hrb98DE,2.5842,2.7458,2.5653,2.5374,
Bsg,1.2064,1.226,1.1972,1.4041,
,1.474,1.2338,1.4626,1.3854,
mbf1,1.0925,0.79057,1.0839,1.1943,
,0.91876,0.86581,0.91139,1.0036,
CG9603,1.9446,1.9941,1.9282,1.9026,
CG6950-RC,0.41042,0.42151,0.40693,0.41443,
,0.88217,0.97141,0.87445,0.99935,
Roe1,1.1193,1.2433,1.1093,1.1947,
,1.0963,1.1257,1.0865,1.1887,
Rpn5,0.34076,0.3584,0.33767,0.31279,
Mlc1,0.97518,1.095,0.96503,0.99806,
,0.62687,0.63121,0.62019,0.76479,
Nrg,0.98029,0.93917,0.96954,1.0077,
,0.49013,0.48562,0.48465,0.43382,
nop5,0.62698,0.61098,0.61979,0.6422,
CG3107,0.27149,0.22463,0.2683,0.28132,
CG16817,1.3622,1.5982,1.3454,1.4538,
Pgk,0.66936,0.60976,0.66102,0.60729,
ben,1.34,1.2998,1.3231,1.3208,
Lsd-2,0.6288,0.75055,0.62063,0.73119,
mtacp1,1.7852,1.5073,1.7617,2.0307,
CG6972-RA,0.88806,1.0942,0.87623,0.78808,
nmd,0.55079,NaN,0.54339,NaN,
CG4692,2.6363,2.5497,2.6003,2.7377,
VhaSFD,0.36075,0.31169,0.35572,0.36575,
CG5174-RA,1.5909,1.7433,1.5686,1.7125,
l(2)06225,1.4231,1.1228,1.4027,1.2791,
Pdh,0.5793,0.56642,0.57091,0.49921,
tau,1.5875,1.5513,1.5635,1.6372,
ps,0.98807,0.91788,0.9731,0.96423,
,2.7936,2.7081,2.75,2.5849,
,1.6502,1.6672,1.623,1.6627,
wdp,1.4121,1.491,1.3887,1.4628,
TER94,0.37771,0.37725,0.37122,0.3858,
CG5412,0.57843,0.65826,0.56808,0.63592,
fau,1.2189,1.1405,1.197,1.3045,
Spase22-23,1.6276,2.1147,1.598,1.6419,
Mdh2,0.64402,0.70931,0.63226,0.66781,
path,0.50256,0.44706,0.49329,0.60709,
Rad23,0.99589,1.0484,0.97725,0.85269,
Spn27A,2.0019,2.1401,1.9644,2.0154,
