Gene names, Alpha A53T_day_30, Control _day_30
CG8728-RA,0.419759375,0.419902813
CG7637,1.24381875,1.241540625
Kap-alpha3,0.421470625,0.422204688
Cyp9f2,0.672871406,0.675324297
Spase25,0.478119375,0.477650313
,0.18465875,0.185123125
Sap-r,1.514557813,1.510196094
Flo-2,0.820987031,0.819201484
Pbprp2,7.900564063,7.881617969
PHGPx,1.657276563,1.657786719
CG32068,2.097595313,2.088677344
Vha68-2,0.810475938,0.810514531
,0.429207188,0.429198906
Prosalpha1,0.376080313,0.375852344
CG4747,0.476795781,0.475849609
DhpD,0.478570938,0.478122031
HspB8,2.214607813,2.212671094
ND75,0.218654375,0.218350313
CG12262,1.17875,1.17865
CG6259,1.21326875,1.212940625
,2.5694125,2.56304375
CG3192-RA,2.204709375,2.201645313
sea,1.434085938,1.434057031
,1.304667344,1.298396328
Acsl,0.289123594,0.288568203
pont,0.452844219,0.449910391
VhaM8.9,1.095405781,1.091582109
HspB8,1.92965,1.928975
Hsc70Cb,0.154506719,0.154094141
,0.577981875,0.574876563
if,0.603482969,0.604301016
Jheh2,1.538440625,1.535929688
Nipsnap,1.991159375,1.987695313
Nlp,2.103135938,2.099582031
Past1,0.859649219,0.858657891
RpS23,0.503401719,0.501689141
,1.18925625,1.192571875
RpL36,0.834823594,0.834938203
,0.957983906,0.957345547
,#DIV/0!,#DIV/0!
Thiolase,1.19900625,1.199871875
,1.0469,1.044045
CG1354,0.299467969,0.299603516
Clc,1.243996875,1.243701563
,1.113457813,1.112546094
,1.168582813,1.168558594
,0.477463438,0.475220781
,4.717717188,4.695066406
,0.233515938,0.235229531
,0.773620313,0.775974844
CG32549-RE;CG32549-RF;CG32549-RA;CG6247,1.061721094,1.062031953
,1.200557813,1.196796094
CG8154,0.2833975,0.28356125
,8.517451563,8.584649219
CG2640,2.1956125,2.20204375
,0.876375156,0.870692422
Ppox,0.237855,0.237665
,1.120724375,1.116767813
Cyp12e1,0.568735,0.5478525
Pgm,0.92784625,0.928009375
,2.773021875,2.777014063
Gp150,0.904319219,0.905570391
wal,2.737485938,2.734982031
CG31140-RB,0.749522031,0.732306484
Mtpalpha,0.822439375,0.823490313
BG:DS00180.2,0.692471094,0.692476953
CG6812-RA,#DIV/0!,#DIV/0!
,0.687728438,0.690473281
RpS2,0.4471125,0.44796625
Tpi,1.389664063,1.387167969
Sec61gamma;SEC61G1,0.546750625,0.545814688
alt,0.328291406,0.328269297
Dhc64C,0.221666719,0.222636641
Elongin-B,2.0937625,2.08816875
eIF6,0.905497031,0.904243984
Indy,#DIV/0!,#DIV/0!
RpS17,0.478916563,0.480246719
RpS24,0.44315625,0.442904375
,2.397971875,2.400114063
,0.596709531,0.599832734
elav,1.01324,1.0137275
Cyp9b2,0.99892375,0.994673125
sqh,0.854019844,0.853280078
Nc73EF,0.3490175,0.35069125
Ppn,0.306539531,0.309255234
cher,0.143776719,0.143444141
Trp1,0.8770625,0.87499625
Men,1.12071875,1.122920625
MSBP,1.369229688,1.369735156
,1.53200625,1.519646875
Gnpda1,0.408299844,0.407822578
l(2)tid,0.454816875,0.452326563
,1.526776563,1.522886719
cv-d,0.298623281,0.297770859
Acer,0.276470156,0.278282422
Gyk,0.881440938,0.882872031
Ost48,0.753232656,0.752766172
,0.825398125,0.823240938
Ugt35b,1.915976563,1.919336719
Snx1,0.795645938,0.795389531
Cp1,0.246903281,0.247625859
,0.81665,0.8149075
Dip-B,0.253663281,0.253318359
sws,#DIV/0!,#DIV/0!
CG11899,2.493984375,2.495282813
,1.799465625,1.786617188
GstO2,1.42855,1.43395
zetaCOP;CG5946-RB,2.647696875,2.651301563
,0.719427969,0.728176016
CAH1,0.446769219,0.448145391
NTPase,0.893742344,0.894568828
,1.78604375,1.776728125
grsm,0.217835781,0.218967109
,1.110023438,1.110913281
CG34455-RC,1.705515625,1.703717188
Ef1alpha100E,0.265262969,0.265678516
,1.70201875,1.703440625
,0.925426094,0.923229453
,0.237102813,0.236226094
Fit1,0.460253594,0.460768203
,1.4592625,1.45969375
Pdi,0.757489063,0.755260469
Cpr47Ea,1.895884375,1.893757813
eIF4G,0.159327969,0.159111016
,0.801964844,0.793817578
,0.982639688,0.982387656
RpL26,0.791549531,0.791015234
Moe,0.8495725,0.84980625
OstStt3,0.503491406,0.498526797
Gasp,0.280000469,0.279542266
CG11779-RB,1.34960625,1.344871875
Set,0.567095469,0.566579766
prtp,0.458458125,0.459150938
sqd,1.2323375,1.23343125
Fer2LCH,3.130264063,3.098767969
Inos,1.285279688,1.289860156
CG17896,1.432173438,1.434213281
,1.710370313,1.714339844
,1.036327031,1.027551484
CG17333,1.199237188,1.199601406
Crc,0.644481406,0.642359297
RpS11,0.461909531,0.462140234
Lis-1,0.375922188,0.375338906
Tret1-1,2.386804688,2.397022656
Pgi,0.868321719,0.869001641
dl,0.373727813,0.374521094
CG9471-RA,0.911028906,0.912493047
Mal-B2,7.337903125,7.335048438
GstD9,#DIV/0!,#DIV/0!
Top2,0.305170313,0.308082344
eRF1,0.445690781,0.445932109
,1.2407875,1.24125625
CG15093,1.326046875,1.325951563
Mdr65,0.4903625,0.49153625
RpS20,0.400796719,0.401234141
CG9231,1.96805625,1.963046875
Anp32a;Mapmodulin,0.560249531,0.559992734
,1.18589375,1.183853125
CG7639,3.455969063,3.518380469
tws,0.36132375,0.361355625
CG1440-RC,0.298606563,0.299276719
,0.704383438,0.703075781
Cpr97Ea,0.4589725,0.45832875
CG15117-RB,0.68366625,0.682299375
aralar1,2.75485625,2.757371875
alpha-Cat,0.256523125,0.255863438
AGBE,2.220870313,2.221489844
RpS6,0.382683906,0.382893047
,0.927027813,0.929951094
Crk,0.780732969,0.780558516
,0.714824844,0.715790078
,1.01029375,1.010203125
,0.869865625,0.872097188
Sgt,0.762505313,0.761312344
26-29-p,0.398024531,0.397372734
,0.849301094,0.847864453
Spn42Dd,1.737698438,1.737750781
,2.273217188,2.285616406
ras,0.261795469,0.261324766
iPLA2-VIA,0.396369219,0.398407891
Spn42Da,0.796118281,0.795113359
,1.560034375,1.555132813
Aldh,4.765154688,4.762072656
RpS4,0.485332031,0.485308984
,0.554779688,0.553507656
Arc42,0.672777344,0.671016328
mod,0.520911406,0.520309297
CG11722,1.405989063,1.405580469
UbcD10,0.92826625,0.924641875
,0.622355,0.6221275
BcDNA.GH10614,1.626490625,1.624354688
Hex-C,1.407771875,1.410864063
,0.502656563,0.502284219
RpL22,0.492630781,0.490902109
OstDelta,0.425083438,0.425000781
Prosalpha5,0.477711719,0.477909141
Dat,0.548038125,0.544888438
,3.250914063,3.251767969
Pdk,0.641908594,0.642525703
yps,0.981113125,0.977838438
Pkc53E,0.19669625,0.196036875
BcDNA.GH04962,0.389074844,0.388577578
CDase,#DIV/0!,#DIV/0!
RpL10,0.219406094,0.219334453
GstE12,1.36755,1.368475
Rpt1,0.180716719,0.181381641
RpL18A,0.483291719,0.483841641
,0.46039,0.459545
nemy,0.515338125,0.508788438
SpdS,0.8533225,0.85133375
,0.406691875,0.408236563
Cyp28a5,1.207869219,1.213260391
,1.875704688,1.877972656
Dhpr,1.054304688,1.054797656
ERp60,0.51406375,0.513683125
eEF1delta,0.720416563,0.718941719
Nep2,1.073820625,1.069474688
RpS18,0.495362031,0.494841484
scrib,0.318282344,0.317706328
,0.654587344,0.654911328
Rpt4,0.335589375,0.335405313
,0.984385781,0.983474609
Ef2b,0.112183906,0.112235547
RpS28b,0.500020781,0.499109609
RpS16,0.400129219,0.399870391
ple,0.399961094,0.397749453
skpA,0.526595625,0.526439688
EndoGI,0.585453125,0.585653438
RpL34b,0.340365,0.3397
Cyp6g1,1.32631875,1.329140625
Hrb87F,1.659639063,1.655030469
Cpr66Cb,0.732824375,0.735237813
Eip55E,0.669997813,0.669633594
RpL13,0.399350625,0.399744688
Msr-110,0.651714375,0.650885313
Fkbp13,1.6626,1.657175
,0.78434875,0.784158125
Cyp12a4,#DIV/0!,#DIV/0!
Ahcy13,0.426592969,0.426033516
CG6089,0.601868594,0.601585703
Aldh-III,0.3424225,0.34227375
Rpn3,0.347757188,0.348973906
Tps1,0.754391406,0.756054297
CG32795,0.695065625,0.691592188
Cctgamma,0.197015313,0.198444844
Saf-B,0.611629531,0.611372734
,1.409710938,1.413694531
Got2,2.695265625,2.699242188
ade3,0.539577656,0.540311172
Aats-cys,0.239203438,0.237905781
Tig,0.770200156,0.768522422
,0.509790313,0.512284844
Cdc37,0.323128125,0.323890938
Npc2g,0.357003125,0.356673438
CG13393,0.834569063,0.832075469
Ef1beta,0.927551875,0.925084063
Npc2a,1.257355469,1.266434766
Gclm,1.46765625,1.468121875
Bacc,1.006710938,1.004019531
Phk-3,#DIV/0!,#DIV/0!
CHOp24,1.437623438,1.436638281
Tango7,0.305468281,0.305488359
GstE1,0.210675625,0.211527188
Spn43Ab,0.82529875,0.826168125
Rack1,0.332687813,0.332596094
Adam,0.743642656,0.742216172
Sc2,0.694665938,0.696297031
Elf,0.316441875,0.316096563
,0.278044531,0.280480234
RpL5,0.392991094,0.392719453
mago,0.798210156,0.797392422
CaMKI,1.001195,0.9984425
,0.915314375,0.914010313
RpL4,0.355285938,0.355212031
CG9675,22.87760156,23.15707422
RpL14,0.439372969,0.439166016
Dlc90F,0.778101563,0.776086719
RpL23A,0.713523125,0.712435938
TfIIS,0.463724688,0.465157656
Amy-d;Amy-p,#DIV/0!,#DIV/0!
RpL8,0.60028125,0.600119375
glo,1.561496875,1.559301563
Asph,1.274635625,1.271172188
Cpr49Ab,1.814584375,1.823607813
RpL31,0.494512969,0.493858516
lig,0.515440938,0.515657031
SF2,0.850780625,0.851207188
CG5642,0.172931875,0.173456563
,0.379635625,0.379984688
Glycogenin,0.1980225,0.19756875
NAT1,0.27615125,0.276804375
Pgd,0.487808125,0.487805938
,1.831404688,1.825672656
,1.887160938,1.884869531
Fer1HCH,3.336328125,3.294885938
TppII,0.181189844,0.180710078
yellow-e,1.442621875,1.441864063
pr,0.404211094,0.404549453
,1.76019375,1.765728125
SPE,0.36635375,0.367425625
Obp56d,1.722271875,1.715789063
RpLP2,1.01635125,1.011814375
,1.321939063,1.321405469
,0.273614219,0.276595391
,1.577760938,1.578444531
Eip71CD,0.524056875,0.521211563
Trap1,0.455055625,0.457117188
Mdh1,1.601928125,1.603160938
AcCoAS,0.551904063,0.553125469
Glt,2.308773438,2.306263281
Idgf4,0.493001719,0.492946641
R,1.235623594,1.244540703
RpL24,0.487665,0.48761
CG18003-RC,1.256107813,1.258996094
p47,1.630909375,1.630545313
,0.69338,0.6909125
rdhB,1.098053594,1.100855703
,0.799572969,0.798293516
Idh,0.859836875,0.859329063
alien,0.43082,0.4338025
,0.989349531,0.989850234
VGlut,0.641601563,0.641161719
RpL12,0.295278281,0.295563359
UGP,1.926067188,1.924841406
RpS15Aa;RpS15Ab,0.32606125,0.325671875
cin-RB,2.454895313,2.453427344
,0.552020625,0.549192188
,0.490652969,0.490378516
Nup358,0.285936719,0.285201641
RpS3A,0.399139063,0.399202969
RpS14a,0.499785313,0.499237344
CG3590-RA,0.638306563,0.636511719
,1.123204688,1.122797656
,1.361409375,1.355495313
Galk,0.99193375,0.996368125
Cat,0.445920625,0.445674688
Adk2,1.103106406,1.101576797
Cyt-c-p,4.288789063,4.272580469
EG:87B1.3,3.6041875,3.60890625
eIF-2beta,0.486165625,0.485579688
Ccp84Ab;Ccp84Aa,0.503174531,0.502817734
CG3760,0.698514688,0.698632656
B52,1.089228594,1.090993203
BEST:CK01296,1.103382969,1.106211016
CG2649,1.133785938,1.133457031
RpS19a,0.452083594,0.451718203
,1.024461719,1.024864141
sky,#DIV/0!,#DIV/0!
Adh,3.089523438,3.091413281
CG14752-RA,1.09973125,1.095234375
,0.91345375,0.911793125
Sec13,0.751784375,0.753195313
Ef1alpha48D,0.347978438,0.347105781
,0.250400781,0.249842109
RpS27,0.426811563,0.426101719
RpS25,0.88088875,0.879945625
RpS21,0.466243906,0.465640547
vig2;fdy,0.451200313,0.450902344
eIF2B-delta,0.352640313,0.352294844
TBCB,0.337880469,0.338159766
Dp1,0.143537344,0.143918828
,1.103565625,1.102992188
LM408,1.086876719,1.088939141
Nak,0.832345781,0.840357109
Tctp,0.512323125,0.510905938
,0.8102025,0.81709875
128up,0.218167344,0.218026328
Atg8a,2.04478125,2.047559375
RpLP1,0.475804688,0.473582656
CG4721-RA,0.904676406,0.903301797
CG6904,0.822721719,0.823974141
eIF3-S8,0.198364531,0.198242734
Nacalpha,0.887044844,0.883095078
CG13865,1.125541094,1.123244453
sta,0.6446925,0.64248125
,1.235076406,1.245191797
EG:152A3.7,1.279180469,1.270109766
mRpS31,0.621240938,0.619427031
Sra-1,0.5303925,0.53690125
eIF3-S9,0.518828438,0.517923281
,0.317450781,0.317157109
,0.401566406,0.402164297
RpL27,0.813541563,0.813691719
pdgy,0.286258594,0.287468203
RpL21,0.482718906,0.482570547
RpL13A,0.346673438,0.347245781
Irp-1B,0.2110425,0.21066125
CG5567-RA,0.982524063,0.991335469
,0.634369219,0.635907891
eIF-5A,0.524430469,0.523102266
,2.683301563,2.686674219
pyd3,0.479235781,0.479987109
GstE6,5.089621875,5.081889063
Inx3,0.718835469,0.719222266
sni,1.905442188,1.908353906
RpL18,0.291363906,0.291555547
RpL29,0.802113125,0.800005938
RpL10Ab,0.457206094,0.456656953
regucalcin,0.80265375,0.799885625
row,1.162038281,1.149205859
Ef1gamma,0.332516406,0.331284297
RpL30,0.488713281,0.487335859
Sec23,0.193593281,0.193355859
BEST:GH09393,0.971047031,0.972233984
CG8306,0.509797188,0.509796406
CG12375,0.736593906,0.734398047
RpL9,0.427939063,0.428377969
GlyP,1.038866406,1.039259297
RpL3,0.216331406,0.216274297
,1.517573438,1.512113281
Tal,1.443517188,1.444741406
alpha-Est7,0.605855,0.605315
,0.454545313,0.453742344
shep,0.655889375,0.661255313
IM10,11.60524063,11.68997969
T-cp1,0.217018125,0.217435938
,0.926627813,0.921776094
RpS10b,0.859141563,0.856689219
eIF-1A,0.878508906,0.874605547
,1.369026563,1.371536719
RpLP0,0.354150781,0.353154609
Cyp28d1,0.922147344,0.924901328
GstE4,2.390732813,2.381133594
Sec61beta,1.142822031,1.146441484
,#DIV/0!,#DIV/0!
,1.09465,1.093125
,3.105314063,3.102417969
Gclc,1.00014125,1.014689375
RpL7A,0.417156875,0.417031563
glob1,9.321420313,9.322339844
Sptr,1.440029688,1.439235156
CG7185,1.164192188,1.156928906
Cpr,0.191052813,0.190933594
,#DIV/0!,#DIV/0!
Rfabg,0.222303906,0.223115547
ade5,1.11698125,1.118784375
RpL11,0.404889531,0.405187734
EG:BACR19J1.2,0.986663438,0.996723281
,1.1635,1.16495
CG12163,0.515354688,0.518855156
nudC,0.25544125,0.254469375
RpL35A,0.610520938,0.610302031
CG5390-RA,0.363321719,0.363106641
,0.911280938,0.912127031
Tsf1,1.217136875,1.222746563
Trip1,0.405641406,0.404591797
RpS13,0.810277813,0.809228594
vig,0.661735,0.6609325
Cyt-b5-r,4.121678125,4.134710938
,0.747113125,0.741173438
,0.584510938,0.583937031
Mal-A5,1.160642188,1.158903906
rush,0.379786875,0.381644063
FK506-bp1,0.685899375,0.686282813
Aats-asn,0.315469063,0.315362969
bic,1.216764063,1.211342969
,1.492625,1.4903375
Cyp6d5,3.75128125,3.762559375
CG8798,0.549955,0.5552725
Syn,0.887265625,0.885729688
l(1)G0136,0.638675,0.64034
RpS7,0.976615625,0.974117188
eIF-2alpha,0.326560625,0.326159688
bai,0.934386406,0.932936797
zormin,0.263306563,0.264411719
Hn,0.208932344,0.208673828
Spat,1.267585938,1.266657031
Mfe2,0.500767813,0.500948594
hebe,0.986349531,0.983810234
,0.322738906,0.321465547
Fdh,0.347650625,0.346899688
Adk3,1.54898125,1.547234375
,1.334135938,1.336832031
CG3364,0.422320625,0.417534688
ALiX,0.348721406,0.349731797
eIF4AIII,0.607946094,0.608541953
Nurf-38,0.965080313,0.965999844
mRpL12,0.982627188,0.981346406
Hcs,0.86045875,0.871060625
RpS15,0.819383281,0.818020859
Aats-glupro,0.208245313,0.207234844
EG:100G10.4,#DIV/0!,#DIV/0!
Faa,1.074822188,1.074323906
fbp,2.243242188,2.241878906
,0.532110156,0.535454922
CG9977-RA,2.0892975,2.00974625
Akap200,0.674448281,0.671470859
,2.420192188,2.397103906
GstT4,0.810947344,0.810763828
CG4572-RC,1.261903125,1.262898438
,0.725397969,0.724656016
Aats-val,0.2350325,0.23591625
eIF-4B,0.348665313,0.348502344
Tudor-SN,0.261674219,0.261770391
RpS3,0.309748125,0.309375938
RpL15,0.342575,0.3425525
RpL35,0.41464,0.4139475
,1.046085,1.0434025
eIF3-S4-1,0.5395575,0.53834375
msk,0.44917375,0.451310625
,0.548616406,0.550731797
Ars2,0.309716406,0.308409297
UK114,4.801639063,4.818255469
,0.444420781,0.441289609
Dbi,6.730096875,6.714651563
CG8632-RA,2.11554375,2.112728125
CG17837,0.926860313,0.925944844
Iswi,0.353938438,0.353660781
CG1364,0.9784725,0.97498375
Mtp,0.658223281,0.655518359
CG3902-RA,1.522146875,1.522701563
RpL7,0.507811719,0.508234141
,#DIV/0!,#DIV/0!
CG12512-RA,0.59855375,0.599503125
Act57B,0.165505313,0.166044844
,0.771903281,0.773910859
,0.536831719,0.536589141
Cyp4e2,0.934197344,0.941983828
CG3714,0.480674531,0.483800234
,1.451170313,1.454189844
,#DIV/0!,#DIV/0!
RpS9,0.951081563,0.951329219
,1.579057813,1.579146094
CG10237-RC,0.331220469,0.330822266
Gale,1.047880313,1.049669844
,2.756942188,2.756503906
CG10467-RA,0.781786875,0.786769063
,0.436209219,0.435945391
Obp99c,0.366668281,0.366675859
U2A,0.633412188,0.637213906
Cpr30F,0.191115609,0.186181695
CG5210,0.351225938,0.350894531
RpL6,0.44804875,0.447625625
Anxb11;AnxB11,0.55126,0.5493225
Sam-S,0.293057188,0.293513906
,2.201765625,2.191067188
whd,0.37797125,0.378981875
UGP,3.85238125,3.853609375
proPO-A1,0.325211719,0.325496641
Tango1,0.45459625,0.451059375
,23.28217188,23.22916406
RpL32,0.374807031,0.374431484
CG4019-RC,1.836353125,1.840423438
Prat2,1.595028125,1.598560938
CG9328-RA,1.195285938,1.191632031
PhKgamma,0.485844844,0.489135078
SsRbeta,1.532642188,1.531053906
Gel,0.719876094,0.720546953
CG4847-RD,0.314241563,0.314644219
RpL19,0.252668281,0.251935859
,#DIV/0!,#DIV/0!
Prx2540-1,2.469039063,2.471805469
l(2)04524,0.737215938,0.734732031
,0.959566875,0.965936563
RpL27A,0.345156406,0.345041797
proPo-A3,0.822765938,0.825357031
Sply,0.572617031,0.573321484
,#DIV/0!,#DIV/0!
Hem,0.208179531,0.207872734
,1.129602813,1.127238594
CG16758-RF,0.953315938,0.955802031
pug,1.151920469,1.154517266
,0.446421563,0.446454219
Gip,1.735434375,1.739257813
,1.046125625,1.043439688
,#DIV/0!,#DIV/0!
,2.472707813,2.478446094
DnaJ-1,0.382529688,0.381642656
l(1)G0320,0.949532344,0.950703828
CG5958-RA,1.434371875,1.439414063
bur,0.201352656,0.200898672
RpS12,0.398921563,0.397739219
Aats-thr,0.296877656,0.299528672
CG4802,0.394831875,0.395304063
,0.951617656,0.948306172
mRpS30,0.433230156,0.431809922
CASK,0.291957344,0.292526328
,2.518742188,2.511303906
eIF-3p66,0.275448438,0.276450781
Ostgamma,0.562495625,0.560954688
GstE3,4.512403125,4.493623438
,0.504640781,0.502754609
smp-30,4.713671875,4.720639063
EG:BACR7A4.14,5.210778125,5.202635938
,0.301381719,0.300216641
,2.234826563,2.234386719
GstO2,1.812945313,1.811277344
Cpr64Ab,1.653764063,1.658392969
Tap42,0.743509531,0.741427734
SelD,0.293016875,0.293631563
RpL37a,0.374266875,0.374306563
qkr58E-1,0.852294375,0.853937813
,0.993777188,0.985806406
RpL36A,0.181629688,0.181260156
RpL37A,0.550592969,0.550451016
RpL28,0.672216719,0.672059141
CG5065,0.447710313,0.450694844
Cdk5,0.580460625,0.586582188
mt:ATPase8,6.087110938,6.061119531
,#DIV/0!,#DIV/0!
Chro,0.526904219,0.525415391
pst,0.362825625,0.364147188
PP2A-B,0.423715938,0.424307031
plexA,1.125241719,1.144019141
,#DIV/0!,#DIV/0!
,0.775738906,0.774065547
Jheh1,4.33714375,4.355928125
tobi,14.05837656,13.91811172
,13.2355,13.2835
BcDNA.GH05741,#DIV/0!,#DIV/0!
,0.560943125,0.557065938
,3.644059375,3.639345313
CG10417,0.281182969,0.279928516
Oat,0.467708594,0.467690703
Yp2,3.559189063,3.552530469
,0.292491563,0.295254219
Sodh-1,3.873285938,3.884082031
Pbprp3,16.61139063,16.72680469
ade2,0.229772188,0.230698906
sec3,0.479386875,0.478156563
,0.65697375,0.657458125
Fmo-2,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!
Uba2,0.198523438,0.198990781
Ugt86Dd,#DIV/0!,#DIV/0!
CG9498-RA,#DIV/0!,#DIV/0!
,1.788848438,1.791400781
Lmpt,1.334485938,1.332182031
,0.607195,0.61443
Nopp140,0.978749844,0.975120078
rab3-GEF;Rab3-GEF,0.582385156,0.584787422
Tsp42Ee,0.903614063,0.902052969
antdh,3.262590625,3.268104688
Cpr57A,5.096657813,5.106396094
Est-6,2.087834375,2.096782813
,1.543821875,1.549139063
emp,0.633627656,0.632781172
,0.602585781,0.603877109
jar,0.264593125,0.264733438
,0.525136563,0.529286719
vimar,0.308187188,0.307461406
Obp99a,5.85599375,5.836778125
EG:52C10.2,0.672987813,0.674621094
Yp1,5.295942188,5.292478906
ACC,0.4678875,0.46875375
Obp56e,1.840396875,1.836676563
sif,0.243809063,0.243952969
bsf,0.16939,0.17
Yp3,1.93700625,1.941046875
Gprk1,0.35358625,0.354756875
Ac3,0.528757969,0.520873516
Cyp6a20,12.49519531,12.53277734
Cyp6a23,#DIV/0!,#DIV/0!
Mi-2,0.351345469,0.350352266
Usp7,0.354580625,0.356314688
Aats-his,0.270130156,0.268912422
CtsB1,3.69591375,3.764680625
